Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,597745395.000000,4977902009.000000,4977902009.000000,,4977902009.000000,1200000.000000,8558309.000000,5585405713.000000,,519500000.000000,75000000.000000,444500000.000000,519500000.000000,397294222.000000,85253450.000000,,,277792160.000000,1279839832.000000,6865245545.000000,,,713374894.000000,,7197450.000000,,7197450.000000,,6387687.000000,6387687.000000,,432640164.000000,,,267149593.000000,267149593.000000,,713374894.000000,286961027.000000,,,259392567.000000,259392567.000000,27568460.000000,286961027.000000,1000335921.000000,,250000000.000000,,5615496391.000000,,5615496391.000000,5615496391.000000,-37205869.000000,36619102.000000,5864909624.000000,6865245545.000000,786757875.000000
12M 2020,,,18388345452.000000,17938755562.000000,1497516381.000000,16441239181.000000,17938755562.000000,,1150353711.000000,37477454725.000000,,25000000.000000,25000000.000000,,25000000.000000,568515474.000000,216265113.000000,,,123428255.000000,933208842.000000,38410663567.000000,,,3359842068.000000,,177402480.000000,41678400.000000,219080880.000000,,165875512.000000,165875512.000000,,2926457422.000000,,,48428254.000000,48428254.000000,,3359842068.000000,55260570.000000,,,,,55260570.000000,55260570.000000,3415102638.000000,,3147031500.000000,20701717635.000000,11111152320.000000,1116670227.000000,9994482093.000000,11111152320.000000,,35659474.000000,34995560929.000000,38410663567.000000,983557875.000000
12M 2021,,,46236277226.000000,12794324724.000000,1268897522.000000,11525427202.000000,12794324724.000000,,3348412454.000000,62379014404.000000,,,,,,3127382361.000000,1439341307.000000,1981260383.000000,,362166667.000000,6910150718.000000,69289165122.000000,,,1449571274.000000,,566234314.000000,,566234314.000000,,614414110.000000,614414110.000000,26446608.000000,242476242.000000,,,,,,1449571274.000000,137550203.000000,,,,,137550203.000000,137550203.000000,1587121477.000000,,3934231500.000000,63500629590.000000,202659055.000000,1116670227.000000,-914011172.000000,202659055.000000,,64523500.000000,67702043645.000000,69289165122.000000,983557875.000000
12M 2022,,,27112191759.000000,19940854230.000000,2011731117.000000,17929123113.000000,19940854230.000000,,8268622959.000000,55321668948.000000,,,,,,2431115678.000000,2143719485.000000,13009062813.000000,2181110502.000000,10884301727.000000,30649310205.000000,85970979153.000000,,,2598455619.000000,,418046186.000000,70324990.000000,488371176.000000,,22407784.000000,22407784.000000,522326409.000000,776538628.000000,,99320031.000000,,99320031.000000,689491591.000000,2598455619.000000,9854683840.000000,,9116251829.000000,,9116251829.000000,738432011.000000,9854683840.000000,12453139459.000000,,3934231500.000000,63500629590.000000,1957599077.000000,1116670227.000000,840928850.000000,1957599077.000000,4840839424.000000,-715459897.000000,73517839694.000000,85970979153.000000,983557875.000000
12M 2023,,,11682774167.000000,17012433119.000000,3267687305.000000,13744745814.000000,17012433119.000000,,6868510923.000000,35563718209.000000,,,,,,5102750434.000000,20671109507.000000,24328280598.000000,3291563240.000000,7478765356.000000,60872469135.000000,96436187344.000000,,,7909410339.000000,,1452778375.000000,946858003.000000,2399636378.000000,,23491765.000000,23491765.000000,2656417142.000000,1719774411.000000,,666818618.000000,,666818618.000000,443272025.000000,7909410339.000000,19400628515.000000,,18253304802.000000,,18253304802.000000,1147323713.000000,19400628515.000000,27310038854.000000,,3934231500.000000,63500629590.000000,-4006866107.000000,1466278577.000000,-5473144684.000000,-4006866107.000000,6530533928.000000,-832380420.000000,69126148491.000000,96436187345.000000,983557875.000000
12M 2024,,,3166270645.000000,12982401242.000000,1152319481.000000,11830081761.000000,12982401242.000000,,4836790468.000000,20985462355.000000,,,,,,6390169257.000000,22550830016.000000,33067009988.000000,3291563240.000000,3429112881.000000,68728685382.000000,89714147737.000000,,,9365669287.000000,,2459576838.000000,956320514.000000,3415897352.000000,,419757148.000000,419757148.000000,789016906.000000,1284492957.000000,,2052551256.000000,,2052551256.000000,1403953668.000000,9365669287.000000,13709506777.000000,,12260473831.000000,,12260473831.000000,1449032946.000000,13709506777.000000,23075176064.000000,,3934231500.000000,63187080881.000000,-7201808096.000000,1466278577.000000,-8668086673.000000,-7201808096.000000,4787670492.000000,1931796896.000000,66638971673.000000,89714147737.000000,983557875.000000
