Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,1 B,(0 B),1 B,0.68
12M 2020,(3 B),(0 B),(3 B),-3.34
12M 2021,(11 B),(3 B),(15 B),-14.77
12M 2022,(6 B),(10 B),(16 B),-16.04
12M 2023,4 B,(31 B),(28 B),-28.19
12M 2024,4 B,(10 B),(5 B),-5.56
