Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,5617706121.000000,-1681340646.000000,3936365475.000000,-1985838105.000000,,-1985838105.000000,-1985838105.000000,1950527370.000000,12358051.000000,8425621.000000,-2026413.000000,5958843.000000,12358051.000000,1962885421.000000,104404891.000000,,,104404891.000000,2067290312.000000,31912532.000000,2099202844.000000,2067290312.000000,2097093488.000000,-29803176.000000,2067290312.000000,2099202844.000000,2129006020.000000,-29803176.000000,2099202844.000000
12M 2020,22491819297.000000,-7160755728.000000,15331063569.000000,-5603353576.000000,,-5603353576.000000,-5603353576.000000,9727709993.000000,28706734.000000,36014200.000000,-7307466.000000,,28706734.000000,9756416727.000000,-2051067157.000000,,,-2051067157.000000,7705349570.000000,-959628.000000,7704389942.000000,7705349570.000000,7705349570.000000,,7705349570.000000,7704389942.000000,7704389942.000000,,7704389942.000000
12M 2021,4936138283.000000,-3552704952.000000,1383433331.000000,-15273281272.000000,,-15273281272.000000,-15273281272.000000,-13889847941.000000,414346654.000000,444640733.000000,-31539279.000000,1245200.000000,414346654.000000,-13475501287.000000,2567008022.000000,,,2567008022.000000,-10908493265.000000,28864026.000000,-10879629239.000000,-10908493265.000000,-10908493265.000000,,-10908493265.000000,-10879629239.000000,-10879629239.000000,,-10879629239.000000
12M 2022,31286996762.000000,-5191461415.000000,26095535347.000000,-21462474708.000000,,-21462474708.000000,-21462474708.000000,4633060639.000000,331418568.000000,580483286.000000,-218337026.000000,-30727692.000000,331418568.000000,4964479207.000000,-1524319809.000000,-732076861.000000,-792242948.000000,-1524319809.000000,3440159398.000000,38261894.000000,3478421292.000000,3440159399.000000,1754940022.000000,1685219377.000000,3440159399.000000,3478421293.000000,1760390525.000000,1718030768.000000,3478421293.000000
12M 2023,27716318804.000000,-5720813572.000000,21995505232.000000,-27947035814.000000,,-27947035814.000000,-27947035814.000000,-5951530582.000000,-299944532.000000,301386089.000000,-166928786.000000,-434401835.000000,-299944532.000000,-6251475114.000000,1498707231.000000,-1133691657.000000,2632398888.000000,1498707231.000000,-4752767883.000000,-139108987.000000,-4891876870.000000,-4752767883.000000,-6851909422.000000,2099141539.000000,-4752767883.000000,-4891876870.000000,-6968829945.000000,2076953075.000000,-4891876870.000000
12M 2024,21074099438.000000,-4536982778.000000,16537116660.000000,-18266126882.000000,,-18266126882.000000,-18266126882.000000,-1729010222.000000,-1059131937.000000,63736090.000000,-1139260539.000000,16392512.000000,-1059131937.000000,-2788142159.000000,636276516.000000,-693534402.000000,1329810918.000000,636276516.000000,-2151865643.000000,150299248.000000,-2001566395.000000,-2151865643.000000,-3194941989.000000,1043076346.000000,-2151865643.000000,-2001566395.000000,-3052108316.000000,1050541921.000000,-2001566395.000000
