Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Penerimaan Bunga,Pembayaran Kepada Pemasok,Pembayaran Kepada Karyawan,Pembayaran Bunga,Pembayaran Pajak,Pembayaran Kegiatan Operasi Lainnya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Investasi Lainnya,Penerimaan Dividen Kas,Uang Muka Investasi,Penempatan Deposito Yang Dibatasi Penggunannya,Pencairan Deposito Yang Dibatasi Penggunannya,Penyertaan Saham Pada Entitas Anak,Penyertaan Saham Pada Entitas Asosiasi,Penambahan Investasi Asosiasi,Penyertaan Saham,Penerimaan Atas Penjualan Investasi Saham,Perolehan Aset Tetap,Uang Muka Pembelian Aset Tetap,Perolehan Aset Takberwujud,Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penambahan Utang Pihak Berelasi,Penerimaan Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Panjang,Penawaran Umum Perdana Saham,Penambahan Modal Disetor,Penerimaan Dari Pelunasan Piutang Pihak Berelasi,Penerimaan Dari Pelunasan Piutang Pihak Ketiga,Penerimaan Utang Pembiayaan,Penerimaan Dari Pihak Ketiga,Penyertaan Saham Entitas Anak Oleh Kepentingan Nonpengendali,Pembayaran Utang Pihak Berelasi,Pembayaran Utang Bank Jangka Pendek,Penambahan Piutang Pihak Berelasi,Penambahan Piutang Pihak Ketiga,Penerimaan Setoran Modal Dari Kepentingan Non-Pengendali,Penerimaan Dari Utang Pihak Ketiga,Pembayaran Utang Pihak Ketiga,Pembeliaan Saham Treasuri,Penempatan Deposito Yang Dibatasi Penggunaannya,Pencairan Deposito Yang Dibatasi Penggunaannya,Pembayaran Dividen Oleh Entitas Anak,Pembayaran Liabilitas Sewa,Pembayaran Utang Pembiayaan,Penerimaan Atas Setoran Modal Pada Entitas Anak,Adjustment,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Entitas Anak Pada Saat Akuisisi,Kas Dan Setara Kas Akhir Periode
12M 2017,-35850470319.000000,1719036290074.000000,354292043.000000,-1729461180847.000000,-9183958849.000000,-6341660064.000000,-2074294454.000000,-8179958222.000000,-35850470319.000000,-16364055771.000000,,,,-13470000000.000000,,,,,,,-3033955771.000000,,,139900000.000000,-16364055771.000000,49706471927.000000,46383175197.000000,654820072880.000000,,,,8262962537.000000,,,,,-35701230008.000000,-623362266531.000000,-619951507.000000,,,,,,,,,,-76290641.000000,,,49706471927.000000,-2508054163.000000,4728227244.000000,,2220173081.000000
12M 2018,-203136769717.000000,1430663263270.000000,2610949031.000000,-1524576655005.000000,-21124559108.000000,-9811421353.000000,-1477220788.000000,-79421125764.000000,-203136769717.000000,-117540071065.000000,-57559414817.000000,,,-26000000000.000000,,-18615950000.000000,,,,,-8390576432.000000,-5822523840.000000,-1303651431.000000,152045455.000000,-117540071065.000000,686081373825.000000,766872638889.000000,642990374514.000000,,590714567703.000000,69928570000.000000,39072216162.000000,,,,4076500000.000000,-749115136435.000000,-632180654157.000000,-46009264655.000000,,,,,,,,,,-268438196.000000,,,686081373825.000000,365404533043.000000,2220173081.000000,2773768293.000000,370398474417.000000
12M 2019,-65248530236.000000,3449579137911.000000,14006836529.000000,-3461813596802.000000,-33432018867.000000,-7605721986.000000,-12004450617.000000,-13978716404.000000,-65248530236.000000,-184959972732.000000,-129322647100.000000,,-2861291400.000000,-2339000000.000000,,-130050000.000000,-31862180100.000000,,-5174800000.000000,,-13373776859.000000,,-25500000.000000,129272727.000000,-184959972732.000000,100272783902.000000,51976053398.000000,3238884687608.000000,-1259000000.000000,,4747500000.000000,24899250000.000000,57006931236.000000,,,319000000.000000,-33537949909.000000,-3180445651787.000000,-38515759583.000000,-23376000000.000000,,,,,,,,,-426277061.000000,,,100272783902.000000,-149935719066.000000,370398474417.000000,,220462755351.000000
12M 2020,-37607607105.000000,3732831106063.000000,7665983212.000000,-3704655848608.000000,-39377522608.000000,-13712970431.000000,-14382517245.000000,-5975837488.000000,-37607607105.000000,26440839960.000000,92232083587.000000,847434000.000000,,-20117983750.000000,,,,,,,-18217068877.000000,,-29700000000.000000,1396375000.000000,26440839960.000000,-75964582648.000000,40520638349.000000,3438177248517.000000,-7554000000.000000,,1600000000.000000,371599408632.000000,524750000000.000000,,,87500000.000000,-49446453400.000000,-3443200482771.000000,-427094465584.000000,-513068524100.000000,,,,-8829590000.000000,,,,-2774923678.000000,-730938613.000000,,,-75964582648.000000,-87131349793.000000,220462755351.000000,,133331405558.000000
12M 2021,191317372216.000000,4892281026088.000000,5048253975.000000,-4621025624566.000000,-48446305241.000000,-10668743480.000000,-7668253556.000000,-18202981004.000000,191317372216.000000,-19296840032.000000,-25129510900.000000,990000000.000000,,,10000000000.000000,,,,,51000000.000000,-4588966306.000000,,-689930000.000000,70567174.000000,-19296840032.000000,-53378007104.000000,2370422115.000000,4515679427970.000000,-7554000000.000000,,,600761904835.000000,632205352276.000000,,,,-12493871294.000000,-4572804360661.000000,-566090281574.000000,-643481303654.000000,,,,,,,,-1577842164.000000,-393454953.000000,,,-53378007104.000000,118642525080.000000,133331405558.000000,,251973930638.000000
12M 2022,45512334327.000000,4846727822864.000000,4629474334.000000,-4728643178424.000000,-56130044869.000000,-6453385158.000000,-6038802867.000000,-8579551553.000000,45512334327.000000,-166240512145.000000,-152360114000.000000,,,,2456983750.000000,,,,,,-15889266415.000000,,-884794663.000000,436679183.000000,-166240512145.000000,26401789929.000000,9961255760.000000,7925128120086.000000,-7554000000.000000,,,324519115066.000000,607237355461.000000,,,,-17622654594.000000,-7901091911947.000000,-293769875861.000000,-611637928397.000000,,,,,,,-7000000000.000000,-1704958425.000000,-62727220.000000,,,26401789929.000000,-94326387889.000000,251973930638.000000,,157647542749.000000
12M 2023,-53321955587.000000,3785404658652.000000,6561112265.000000,-3743785592730.000000,-59950392186.000000,-4904545524.000000,-8744819076.000000,-27902376988.000000,-53321955587.000000,11628002558.000000,17278996515.000000,,,,,,,,,,-5891993957.000000,,,241000000.000000,11628002558.000000,-43935143569.000000,807055729.000000,2380543820137.000000,-7554000000.000000,,,2333405011.000000,520644570200.000000,,,,-12634787729.000000,-2415270866158.000000,-3528823170.000000,-533101181952.000000,,,,,,25000000000.000000,,-1031965275.000000,-142370362.000000,,,-43935143569.000000,-85629096598.000000,157647542749.000000,,72018446151.000000
12M 2024,-8348489404.000000,4215115478285.000000,4755715732.000000,-4149522402680.000000,-42777734362.000000,-6746872608.000000,-5524225168.000000,-23648448603.000000,-8348489404.000000,-1537979103.000000,-4060000.000000,,,,,,,-400000000.000000,,,-1790527175.000000,,,656608072.000000,-1537979103.000000,-1129481078.000000,55120313050.000000,3742084247876.000000,-6295000000.000000,,,148653905650.000000,345018503514.000000,,,,-59890635823.000000,-3740178122980.000000,-167784694831.000000,-330682230573.000000,,,-18356500000.000000,,,25000000000.000000,,-3398236183.000000,-421030778.000000,10000000000.000000,,-1129481078.000000,7340550415.000000,72018446151.000000,,79358996566.000000
