Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Piutang Pihak Berelasi,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Piutang Pihak Berelasi,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Pihak Berelasi,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Adjustment,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,2220173081.000000,12971779775.000000,12971779775.000000,,12971779775.000000,1850645407.000000,,,1850645407.000000,97366835870.000000,609951507.000000,,27259405631.000000,142278791271.000000,,3292845050.000000,,328358500.000000,,,651508026.000000,4272711576.000000,146551502847.000000,,,117010855551.000000,73983385000.000000,,36479350000.000000,4066772504.000000,40546122504.000000,56746697.000000,,,56746697.000000,476156618.000000,1696779278.000000,183175197.000000,,,68490257.000000,,68490257.000000,,117010855551.000000,12581106258.000000,,,,,,,11267672258.000000,1313434000.000000,12581106258.000000,129591961809.000000,,1500000000.000000,306550000.000000,10800918100.000000,,,10800918100.000000,2326183469.000000,2025889469.000000,16959541038.000000,,146551502847.000000,1500.000000
12M 2018,,,370398474417.000000,96534670491.000000,17833404364.000000,78701266127.000000,96534670491.000000,6815356572.000000,,,6815356572.000000,79356058183.000000,27547000000.000000,,255394867063.000000,836046426726.000000,,10927984144.000000,112500000.000000,572626830.000000,,6098739878.000000,1938093121.000000,19649943973.000000,855696370699.000000,,,132248571423.000000,84793105357.000000,,3638733801.000000,49322307.000000,3688056108.000000,160600000.000000,,,160600000.000000,542240411.000000,5703069736.000000,29208349909.000000,,,375030915.000000,,375030915.000000,7778118987.000000,132248571423.000000,2594477085.000000,,,276701146.000000,,276701146.000000,,,2317775939.000000,2594477085.000000,134843048508.000000,,71428570000.000000,592674751173.000000,20650693975.000000,,,20650693975.000000,34125502623.000000,1973804420.000000,720853322191.000000,,855696370699.000000,714285700.000000
12M 2019,,,220462755351.000000,194024146762.000000,37212082026.000000,156812064736.000000,194024146762.000000,4285506215.000000,1009978270.000000,3275527945.000000,4285506215.000000,115257937527.000000,20565954155.000000,,401013243731.000000,955609543741.000000,,64952500184.000000,33050854788.000000,812385702.000000,20597555428.000000,6098739878.000000,6840444218.000000,132352480198.000000,1087962023939.000000,,,230878773231.000000,143232141178.000000,,11874472501.000000,6896566576.000000,18771039077.000000,,323650045.000000,173971600.000000,497621645.000000,724169147.000000,6914855063.000000,47646453398.000000,,7554000000.000000,732770621.000000,,8286770621.000000,4805723102.000000,230878773231.000000,32700593199.000000,,28957000000.000000,477412069.000000,,29434412069.000000,,,3266181130.000000,32700593199.000000,263579366430.000000,,71428570000.000000,592674751173.000000,114289490037.000000,,,114289490037.000000,43852846290.000000,2137000009.000000,824382657509.000000,,1087962023939.000000,714285700.000000
12M 2020,,,133331405558.000000,147915487078.000000,69863122404.000000,78052364674.000000,147915487078.000000,3198532781.000000,2494669077.000000,703863704.000000,3198532781.000000,236407407137.000000,69440760924.000000,,377027666564.000000,967321260042.000000,,74869480982.000000,30244006761.000000,1940903609.000000,27217805611.000000,6098739878.000000,47272814957.000000,187643751798.000000,1154965011840.000000,,,244030808271.000000,138208906924.000000,,20874825855.000000,21904956860.000000,42779782715.000000,,1838610026.000000,3391274698.000000,5229884724.000000,1865752471.000000,3459862795.000000,38720638347.000000,,7554000000.000000,393454954.000000,1306271380.000000,9253726334.000000,4512253961.000000,244030808271.000000,28939370644.000000,,21403000000.000000,85789123.000000,3578680094.000000,25067469217.000000,,,3871901427.000000,28939370644.000000,272970178915.000000,,71428570000.000000,592674751173.000000,180095934205.000000,,,180095934205.000000,44154261074.000000,-6358683527.000000,881994832925.000000,,1154965011840.000000,714285700.000000
12M 2021,,,251973930638.000000,134702208536.000000,59647212395.000000,75054996141.000000,134702208536.000000,5779188376.000000,5108565376.000000,670623000.000000,5779188376.000000,172614763570.000000,33764637665.000000,,1607498927410.000000,2206333656195.000000,,70740143690.000000,22324753482.000000,9048856003.000000,,6098739878.000000,45602662867.000000,153815155920.000000,2360148812115.000000,,,191386988866.000000,81083974232.000000,,9572121444.000000,17665176014.000000,27237297458.000000,,1023431619.000000,4108271876.000000,5131703495.000000,698539100.000000,3753100297.000000,28597189168.000000,,7554000000.000000,27268678.000000,1533997184.000000,9115265862.000000,35769919254.000000,191386988866.000000,20294151908.000000,,13849000000.000000,58520445.000000,2446529867.000000,16354050312.000000,,,3940101596.000000,20294151908.000000,211681140774.000000,,71428570000.000000,592674751173.000000,1440133637749.000000,,,1440133637749.000000,50573423892.000000,-6342711473.000000,2148467671341.000000,,2360148812115.000000,1428571400.000000
12M 2022,,,157647542749.000000,133600208128.000000,16280467010.000000,117319741118.000000,133600208128.000000,3741439576.000000,3371116936.000000,370322640.000000,3741439576.000000,132328019994.000000,3015398460.000000,,1692068617009.000000,2122401225916.000000,,75990133613.000000,18998614842.000000,8618844946.000000,,6098739878.000000,105889389419.000000,215595722698.000000,2337996948614.000000,,,176810002246.000000,105120182371.000000,,14979128529.000000,6464385708.000000,21443514237.000000,,5899882433.000000,,5899882433.000000,2816336522.000000,2042941047.000000,20935790334.000000,,7554000000.000000,107783229.000000,1340092316.000000,9001875545.000000,9549479757.000000,176810002246.000000,11522723526.000000,,6295000000.000000,83278675.000000,636993100.000000,7015271775.000000,,,4507451751.000000,11522723526.000000,188332725772.000000,,71428570000.000000,592674751173.000000,1444378531773.000000,600000000.000000,1443778531773.000000,1444378531773.000000,47652065203.000000,-6459695307.000000,2149674222842.000000,-10000000.000000,2337996948614.000000,1428571400.000000
12M 2023,,,72018446151.000000,202669620624.000000,25063444016.000000,177606176608.000000,202669620624.000000,6635850237.000000,5279585271.000000,1356264966.000000,6635850237.000000,107266598256.000000,3136217453.000000,,419894677961.000000,811621410682.000000,,71844906472.000000,17606058656.000000,10144084953.000000,,6098739878.000000,96117902559.000000,201811692518.000000,1013433103200.000000,,,130742163373.000000,70393136349.000000,,15990502082.000000,10119783500.000000,26110285582.000000,,1794882134.000000,2172548709.000000,3967430843.000000,1417894674.000000,2337369859.000000,9108058334.000000,,6295000000.000000,262244377.000000,975186819.000000,7532431196.000000,9875556536.000000,130742163373.000000,6287194950.000000,,,148936922.000000,1133565953.000000,1282502875.000000,,,5004692075.000000,6287194950.000000,137029358323.000000,,71428570000.000000,592674751173.000000,166679091717.000000,700000000.000000,165979091717.000000,166679091717.000000,52149569255.000000,-6528237268.000000,876403744877.000000,,1013433103200.000000,1428571400.000000
12M 2024,,,79358996566.000000,152271520976.000000,19953756385.000000,132317764591.000000,152271520976.000000,8320038865.000000,8315826862.000000,4212003.000000,8320038865.000000,167037341514.000000,21834331175.000000,,152620265310.000000,581442494406.000000,,64589607278.000000,16063497003.000000,11346377199.000000,,6098739878.000000,96594888656.000000,194693110014.000000,776135604420.000000,,,112418583802.000000,72299261246.000000,,8634727852.000000,5060064493.000000,13694792345.000000,,5778967849.000000,220533202.000000,5999501051.000000,3671853816.000000,3421513474.000000,4337167945.000000,,,538142013.000000,2400886823.000000,2939028836.000000,6055465089.000000,112418583802.000000,9099103226.000000,,,927368508.000000,2795094817.000000,3722463325.000000,409897526.000000,,4966742375.000000,9099103226.000000,121517687028.000000,,71428570000.000000,592674751173.000000,-70868798590.000000,700000000.000000,-71568798590.000000,-70868798590.000000,67966449679.000000,-6583054870.000000,654617917392.000000,,776135604420.000000,1428571400.000000
