Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kas Kepada Pemasok Dan Lainnya,Pembayaran Pajak,Penerimaan Bunga,Pembayaran Bunga,Penerimaan Penghasilan Lainnya,Penghasilan Klaim Asuransi Kendaraan,Pembayaran Lain-Lain,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Hasil Penjualan Aset Tetap,Perolehan Aset Hak Guna,Perolehan Aset Tetap,Perolehan Properti Investasi,Uang Muka Pembelian Aset Tetap,Hasil Penjualan Properti Investasi,Uang Muka Pembelian Tanah,Aset Lain-Lain,Penempatan Kas Di Bank Dan Deposito Yang Dibatasi Penggunaannya,Penerimaan Deposito Yang Dibatasi Penggunaannya,Penjualan Kembali Portofolio Efek,Penempatan Portofolio Efek,Investasi Saham,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Setoran Modal,Penambahan Liabilitas Sewa Pembiayaan,Perolehan Dari Pmhmetd Selisih Dikurangi Biaya Emisi,Pelaksanaan Waran,Pembayaran Liabilitas Sewa Pembiayaan,Pembayaran Utang Pembiayaan Konsumen,Penerimaan Utang Pembiayaan Konsumen,Penerimaan Utang Sewa Pembiayaan,Aset Lain-Lain,Pembayaran Utang Lain-Lain Jangka Panjang,Penerimaan Utang Lain-Lain Jangka Panjang,Pembayaran Utang Lembaga Keuangan Lainnya,Utang Lembaga Keuangan Lain,Penerimaan Utang Bank,Pembayaran Utang Bank,Penerimaan Deposito Yang Dibatasi Penggunaannya,Penempatan Deposito Yang Dibatasi Penggunaannya,Pembayaran Deviden,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,5495693301.000000,27710649426.000000,-21085485632.000000,,84520.000000,-2237935938.000000,29761000.000000,1078619925.000000,,5495693301.000000,-7008371779.000000,380000000.000000,,-7388371779.000000,,,,,,,,,,,-7008371779.000000,1969323435.000000,5225000000.000000,,,,-4433892502.000000,-4712428230.000000,5790190000.000000,,,-10924545833.000000,11025000000.000000,,,,,,,,1969323435.000000,456644957.000000,66493894.000000,523138851.000000
12M 2019,9345154228.000000,58344147336.000000,-45972377542.000000,,1844882.000000,-3129579975.000000,42689527.000000,58430000.000000,,9345154228.000000,-43312704655.000000,1580818182.000000,,-44893522837.000000,,,,,,,,,,,-43312704655.000000,33961240600.000000,40769279705.000000,,,,-5365579102.000000,-7645176079.000000,4396252076.000000,,,,,,1806464000.000000,,,,,,33961240600.000000,-6309827.000000,523138851.000000,516829024.000000
12M 2020,10240650714.000000,65830455769.000000,-52986842420.000000,-730875748.000000,5889864.000000,-2380403785.000000,,399235726.000000,103191308.000000,10240650714.000000,8258308957.000000,8917000000.000000,,-2018293888.000000,,,,,,,,7609602845.000000,-6250000000.000000,,8258308957.000000,-12866414996.000000,,,,,-6251377679.000000,-6959037835.000000,1920000000.000000,,,,,-1200999377.000000,,,,,,-375000105.000000,-12866414996.000000,5632544675.000000,516829024.000000,6149373699.000000
12M 2021,11333718278.000000,69601544006.000000,-57385552474.000000,-280130960.000000,4410125.000000,-1277473236.000000,,428435000.000000,242485817.000000,11333718278.000000,-39839368170.000000,3317636365.000000,,-4441098741.000000,-5196685000.000000,-33530000000.000000,,,,,,11774502631.000000,-11763723425.000000,,-39839368170.000000,25891198292.000000,1100.000000,,38486100010.000000,,-7418550067.000000,-3820887918.000000,,,,,,-605464623.000000,,,,,,-750000210.000000,25891198292.000000,-2614451600.000000,6149373699.000000,3534922099.000000
12M 2022,-5142901287.000000,77359326980.000000,-81339152221.000000,-585833863.000000,31278316.000000,-757869580.000000,,37677900.000000,111671181.000000,-5142901287.000000,11727009731.000000,1383575761.000000,-3069550000.000000,-2256035730.000000,-17920232375.000000,33530000000.000000,,,,,,1059408749.000000,-1000156674.000000,,11727009731.000000,-2107248144.000000,,,,5612338710.000000,-3450868873.000000,-968717183.000000,,,,,,,,4050000000.000000,,,-4500000000.000000,-2850000798.000000,-2107248144.000000,4476860300.000000,3534922099.000000,8011782399.000000
12M 2023,28123920110.000000,98976050123.000000,-67941476419.000000,-2819518817.000000,426720585.000000,-1962608744.000000,,120257000.000000,1324496382.000000,28123920110.000000,-11528104990.000000,9612477490.000000,-2521080000.000000,-2227075831.000000,-16181572245.000000,-1185854404.000000,1000000000.000000,,-25000000.000000,,,,,,-11528104990.000000,-16702731744.000000,1000.000000,,,353060922.000000,-7887105222.000000,-3247911576.000000,,,,,,,,,-4050000000.000000,4500000000.000000,,-6370776868.000000,-16702731744.000000,-106916624.000000,8011782399.000000,7904865775.000000
12M 2024,33234319304.000000,115298154713.000000,-74309114258.000000,-5634336765.000000,279672226.000000,-3205229506.000000,,280991235.000000,524181659.000000,33234319304.000000,-17073378238.000000,20071862237.000000,-150000000.000000,-17650876607.000000,-18576494265.000000,,4950000000.000000,-2650000000.000000,,-3067869603.000000,,,,,-17073378238.000000,-14726742679.000000,,,,,-2690659887.000000,-14835387429.000000,,,-914136085.000000,,,,,7705937692.000000,,,,-3992496970.000000,-14726742679.000000,1434198387.000000,7904865775.000000,9339064162.000000
