Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.44,199.62,0.44,199.62,843 B,,843 B,(109 B),824 B
12M 2009,3.63,225.11,3.63,225.01,845 B,,845 B,(204 B),979 B
12M 2010,2.57,350.48,2.57,350.23,"1,239 B",67 B,"1,306 B","(2,239 B)","3,621 B"
12M 2011,2.50,392.78,2.50,392.25,596 B,67 B,663 B,"(2,816 B)","3,613 B"
12M 2012,2.45,452.45,2.46,451.92,"1,081 B",44 B,"1,125 B","(2,836 B)","3,231 B"
12M 2013,2.21,584.34,2.21,583.81,"1,330 B","2,763 B","4,093 B",(239 B),"7,396 B"
12M 2014,2.16,837.25,2.16,836.74,"1,523 B","2,784 B","4,307 B","1,340 B","6,294 B"
12M 2015,1.84,979.36,1.84,978.88,"2,055 B","5,869 B","7,925 B","1,816 B","10,643 B"
12M 2016,1.64,1069.31,1.64,1068.82,954 B,"6,527 B","7,480 B","3,911 B","10,775 B"
12M 2017,1.29,1316.67,1.29,1316.18,"2,051 B","7,027 B","9,078 B","3,285 B","10,396 B"
12M 2018,0.93,1356.58,0.93,1356.10,820 B,"13,131 B","13,952 B","5,812 B","14,717 B"
12M 2019,0.83,1514.52,0.88,1428.19,641 B,"12,766 B","13,407 B","6,547 B","18,097 B"
12M 2020,0.86,1422.64,0.94,1304.67,"5,512 B","11,609 B","17,121 B","6,204 B","16,399 B"
12M 2021,0.68,1485.76,0.77,1317.60,"2,153 B","9,842 B","11,995 B","4,228 B","17,430 B"
12M 2022,0.58,1588.81,0.67,1375.80,"1,496 B","10,482 B","11,978 B","2,243 B","18,254 B"
12M 2023,0.63,1722.65,0.72,1490.08,"1,638 B","10,195 B","11,833 B","2,407 B","17,477 B"
12M 2024,0.49,1930.02,0.56,1690.30,"3,450 B","11,007 B","14,457 B","5,499 B","16,563 B"
