Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,-1378870.00,-0.00,0.00,26.83 B,-3.38%,-6.92%,-1.07%,-0.17
12M 2022,0.00 B,166974.36,0.00,0.00,50.48 B,0.38%,0.78%,3.70%,1.33
12M 2023,0.00 B,79994.78,0.00,0.00,52.42 B,0.19%,0.38%,3.51%,1.19
12M 2024,3.50 B,5.31,36.72,3.76,73.90 B,3.18%,4.81%,6.78%,2.46
