Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,0.8,0.76,0.92,2.05,0.0,0.0,0.92,0.45,1.05
12M 2022,1.55,1.5,0.92,2.02,0.0,0.0,0.9,0.45,1.02
12M 2023,1.8,1.73,0.92,2.02,0.0,0.0,0.89,0.46,1.02
12M 2024,1.68,1.62,0.43,1.51,0.0,0.0,0.4,0.28,0.51
