Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,62 B,(273 B),(211 B),-18.83
12M 2016,100 B,(55 B),45 B,4.03
12M 2017,211 B,(43 B),168 B,15.05
12M 2018,193 B,(94 B),99 B,8.84
12M 2019,131 B,,(69 B),-6.14
12M 2020,(11 B),(300 B),(311 B),-27.83
12M 2021,114 B,(178 B),(64 B),-5.74
12M 2022,338 B,(110 B),227 B,20.31
12M 2023,274 B,(170 B),105 B,9.37
12M 2024,347 B,(85 B),262 B,23.47
