Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Penerimaan Dari Pendapatan Operasi Lain,Pembayaran Kas Kepada Pemasok,Pembayaran Kas Kepada Karyawan,Pembayaran Kas Untuk Beban Usaha,Penerimaan Bunga,Pembayaran Biaya Keuangan,Pembayaran Pajak Penghasilan Badan,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Pencairan Deposito Berjangka Yang Dibatasi Penggunannya,Penempatan Deposito Berjangka Yang Dibatasi Penggunannya,Penerimaan Penjualan Aset Tetap,Laba (Rugi) Atas Penjualan Aset Tetap,Pengembalian Uang Muka Perolehan Suku Cadang,Uang Muka Perolehan Aset Tetap,Kenaikan Piutang Lain-Lain,Pencairan (Pembayaran) Setoran Jaminan,Pencairan (Penempatan) Aset Lancar Lainnya,Perolehan Aset Tetap,Pengembalian Uang Muka Perolehan Helikopter,Penempatan Pada Bank Yang Dibatasi Penggunannya,Adjustment,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Utang Bank,Penerimaan Dari Hasil Penawaran Umum Perdana Saham,Penerimaan (Pembayaran) Utang Anjak Piutang,Penerimaan Utang Pembiayaan,Setoran Modal Saham,Pelepasan Entitas Anak,Pembayaran Dividen Kas,Pembayaran Utang Bank Jangka Panjang,Pembayaran Utang Sewa Pembiayaan,Pembayaran Utang Pembiayaan Konsumen,Kenaikan (Penurunan) Piutang Lain-Lain,Kenaikan (Penurunan) Utang Lain-Lain,Penerimaan Dari Hasil Pelaksanaan Waran,Adjustment,Adjustment,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2016,7032231448.000000,73093984810.000000,813912977.000000,-48616087479.000000,-4268002264.000000,-2591860656.000000,20106993.000000,-10193359259.000000,-1226463674.000000,7032231448.000000,6131515443.000000,,,,,,-1978248314.000000,,606980000.000000,,-9145000.000000,7511928757.000000,,,6131515443.000000,-5397427961.000000,,,,7829171849.000000,,,,-7230652898.000000,-2808572812.000000,,-3189874100.000000,2500000.000000,,,,-5397427961.000000,7766318930.000000,4738231034.000000,,12504549964.000000
12M 2017,47819563919.000000,154582123575.000000,1113206991.000000,-80668689048.000000,-6110485354.000000,-4858394254.000000,40877031.000000,-14185547560.000000,-2093527462.000000,47819563919.000000,-11420974207.000000,,,,,,-9235130254.000000,,-1156704953.000000,-979040000.000000,-50099000.000000,,,,-11420974207.000000,2267623690.000000,,,,8225426350.000000,3250000000.000000,127500000.000000,-3250000000.000000,-6371511344.000000,-4559680185.000000,-331696350.000000,5180085219.000000,-2500000.000000,,,,2267623690.000000,38666213402.000000,12504549964.000000,,51170763366.000000
12M 2018,11666743641.000000,245515037012.000000,117770210.000000,-197255983253.000000,-9140511185.000000,-8299354670.000000,174793009.000000,-14363805403.000000,-5081202079.000000,11666743641.000000,-23249869306.000000,,,,,,-2520062331.000000,,-1230207475.000000,,-19499599500.000000,,,,-23249869306.000000,35682281933.000000,36000000000.000000,25154827500.000000,,145197900.000000,,,,-14898634568.000000,-10258254756.000000,-460854143.000000,,,,,,35682281933.000000,24099156268.000000,51170763366.000000,,75269919634.000000
12M 2019,28426417328.000000,356844124688.000000,,-277644883346.000000,-13076578845.000000,-18969884269.000000,291341612.000000,-13101125875.000000,-5916576637.000000,28426417328.000000,23058993339.000000,,,,38543140000.000000,3234724000.000000,-17091386542.000000,,,,-1627484119.000000,,,,23058993339.000000,-59470256672.000000,-20000000000.000000,,,-24343271900.000000,,,,-2004000000.000000,-12768473947.000000,-354510825.000000,,,,,,-59470256672.000000,-7984846005.000000,75269919634.000000,,67285073629.000000
12M 2020,-88312354230.000000,33647687206.000000,,-100082685935.000000,-7956207258.000000,-6629367958.000000,834233421.000000,-6866375682.000000,-1259638024.000000,-88312354230.000000,-35237760042.000000,10000000000.000000,-21000000000.000000,,,,-7642450030.000000,,,,-10965806236.000000,,-5629503776.000000,,-35237760042.000000,59532120848.000000,59300000000.000000,,,6366085641.000000,,,,-3829000000.000000,-974477043.000000,-1330489750.000000,,,2000.000000,,,59532120848.000000,-64017993424.000000,67285073629.000000,56569738.000000,3323649943.000000
12M 2021,36279837415.000000,108042154580.000000,,-44096109610.000000,-5591729331.000000,-7101527073.000000,741433319.000000,-14964452604.000000,-749931866.000000,36279837415.000000,-13634410583.000000,,,,,,-18233382620.000000,,,,-1030531739.000000,,5629503776.000000,,-13634410583.000000,-12840189337.000000,-8658705239.000000,,,609572622.000000,,,,,-9967312500.000000,-368697020.000000,,,5544952800.000000,,,-12840189337.000000,9805237495.000000,3323649943.000000,-21440011.000000,13107447427.000000
12M 2022,11211289813.000000,71723215686.000000,,-32701124198.000000,-5917257394.000000,-13369626940.000000,427515013.000000,-8939030923.000000,-12401431.000000,11211289813.000000,2804715443.000000,,,1610000000.000000,,7691387060.000000,-5318140813.000000,,,,-1178530804.000000,,,,2804715443.000000,5623372176.000000,3576324951.000000,,,8659472739.000000,,,,,-6126673600.000000,-485751914.000000,,,,,,5623372176.000000,19639377432.000000,13107447427.000000,5141800.000000,32751966659.000000
12M 2023,2026476572.000000,53244796938.000000,,-36104897831.000000,-5376719855.000000,,308902242.000000,-9219693486.000000,-825911436.000000,2026476572.000000,16826553728.000000,,,,,-3385243335.000000,,,,22300608000.000000,-2088810937.000000,,,,16826553728.000000,-35137420931.000000,490000000.000000,,,-278389466.000000,,,,-33623515033.000000,-1693207500.000000,-32308932.000000,,,,,,-35137420931.000000,-16284390631.000000,32751966659.000000,-4068931.000000,16463507097.000000
12M 2024,23115928271.000000,134964006253.000000,,-97240874215.000000,-5762899767.000000,,55892718.000000,-6475614853.000000,-2424581865.000000,23115928271.000000,-28553676042.000000,,,,,-9878900824.000000,,-14439621500.000000,,,-4235153718.000000,,,,-28553676042.000000,-6673474464.000000,,,,-4555269125.000000,,,,-2084104679.000000,,-34100660.000000,,,,,,-6673474464.000000,-12111222235.000000,16463507097.000000,14219598.000000,4366504460.000000
