Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,7 B,(0 B),7 B,2809.23
12M 2017,48 B,(0 B),48 B,83.95
12M 2018,12 B,(19 B),(8 B),-9.56
12M 2019,28 B,(2 B),27 B,32.72
12M 2020,(88 B),(11 B),(99 B),-121.22
12M 2021,36 B,(1 B),35 B,42.32
12M 2022,11 B,(1 B),10 B,12.05
12M 2023,2 B,(2 B),(0 B),-0.07
12M 2024,23 B,(4 B),19 B,22.67
