Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,0.22,,153.98
12M 2021,330.14,,,330.14,1.11,,,,0.07,,,,0.01,,30.86
12M 2022,6.19,1.71,7.83,0.07,58.98,,214.01,,82.23,,4.78,,6.51,,3.67
12M 2023,14.21,2.0,6.22,9.99,25.69,17.45,182.18,64.41,111.4,96.52,3.74,2.52,3.63,3.63,4.56
12M 2024,54.97,69.98,82.52,42.43,6.64,6.07,5.22,5.19,176.08,183.3,2.06,1.86,3.66,3.66,1.59
