Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,10353982967.000000,-8873637872.000000,1480345095.000000,-920596543.000000,-985179910.000000,64583367.000000,-920596543.000000,559748552.000000,,,,559748552.000000,-117350890.000000,-135596906.000000,18246016.000000,-117350890.000000,442397662.000000,42519214.000000,484916876.000000,442397662.000000,442397662.000000,,442397662.000000,484916876.000000,484916876.000000,,484916876.000000
12M 2021,252860000.000000,-256420000.000000,-3560000.000000,-2431817446.000000,-2971819206.000000,540001760.000000,-2431817446.000000,-2435377446.000000,-87676920.000000,-87676920.000000,-87676920.000000,-2523054366.000000,547774759.000000,,547774759.000000,547774759.000000,-1975279607.000000,-164598995.000000,-2139878602.000000,-1975279607.000000,-1975279607.000000,,-1975279607.000000,-2139878602.000000,-2139878602.000000,,-2139878602.000000
12M 2022,318192911020.000000,-308109012854.000000,10083898166.000000,-6032783557.000000,-5600337105.000000,-432446452.000000,-6032783557.000000,4051114609.000000,-771526558.000000,-771526558.000000,-771526558.000000,3279588051.000000,-796427861.000000,-355340612.000000,-441087249.000000,-796427861.000000,2483160190.000000,-144438683.000000,2338721507.000000,2483160190.000000,2483160190.000000,,2483160190.000000,2338721507.000000,2338721507.000000,,2338721507.000000
12M 2023,501533657580.000000,-475526968968.000000,26006688612.000000,-18798952609.000000,-10383191608.000000,-8415761001.000000,-18798952609.000000,7207736003.000000,-810013182.000000,-810013182.000000,-810013182.000000,6397722821.000000,-1572906470.000000,-2073338837.000000,500432367.000000,-1572906470.000000,4824816351.000000,-301106368.000000,4523709983.000000,4824816351.000000,4824816351.000000,,4824816351.000000,4523709983.000000,4523709983.000000,,4523709983.000000
12M 2024,860617629281.000000,-830192060390.000000,30425568891.000000,-16876245295.000000,-16588107089.000000,-288138206.000000,-16876245295.000000,13549323596.000000,-10273696909.000000,-10273696909.000000,-10273696909.000000,3275626687.000000,-2018697485.000000,-2135533795.000000,116836310.000000,-2018697485.000000,1256929202.000000,6132430397.000000,7389359599.000000,1256929202.000000,1256929202.000000,,1256929202.000000,7389359599.000000,7389359599.000000,,7389359599.000000
