Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,153.98,153.98,0.0,1.22,0.0,0.0,-0.17,0.0,0.22
12M 2021,30.86,30.86,0.0,1.18,0.0,0.0,-0.03,0.0,0.18
12M 2022,3.67,3.51,0.04,1.61,0.0,0.0,-0.03,0.02,0.61
12M 2023,4.56,4.5,0.11,1.29,0.0,0.0,0.1,0.09,0.29
12M 2024,1.59,0.8,0.12,4.19,0.0,0.0,0.07,0.03,3.19
