Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,1 B,(0 B),0 B,0.29
12M 2021,(2 B),(1 B),(3 B),-1.63
12M 2022,(11 B),(0 B),(11 B),-6.73
12M 2023,(100 B),(1 B),(101 B),-43.97
12M 2024,(79 B),(0 B),(79 B),-34.42
