Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,827.92,0.00,815.83,81 B,195 B,276 B,(94 B),102 B
12M 2014,4.93,997.41,5.03,978.74,91 B,91 B,182 B,(177 B),24 B
12M 2015,3.32,1205.26,3.38,1183.30,70 B,31 B,101 B,(224 B),(43 B)
12M 2016,3.95,1302.51,4.03,1278.58,49 B,130 B,179 B,(367 B),56 B
12M 2017,3.70,1486.92,3.77,1459.82,37 B,94 B,131 B,(635 B),218 B
12M 2018,3.14,1561.50,3.20,1531.37,43 B,58 B,101 B,(499 B),(18 B)
12M 2019,2.43,1626.30,2.49,1590.51,471 B,420 B,891 B,593 B,(514 B)
12M 2020,1.49,1614.53,1.53,1574.58,"1,594 B",166 B,"1,760 B","1,400 B","(2,044 B)"
12M 2021,2.18,1833.38,2.24,1786.93,965 B,"2,380 B","3,346 B","3,075 B","(1,104 B)"
12M 2022,1.51,1735.14,1.56,1676.24,"3,462 B","1,883 B","5,346 B","5,190 B","(3,753 B)"
12M 2023,0.88,1507.44,0.91,1460.65,"1,925 B","4,950 B","6,875 B","6,638 B","(2,485 B)"
12M 2024,0.69,1748.12,0.71,1680.33,"1,787 B","4,785 B","6,572 B","6,136 B","(2,505 B)"
