Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,,,0.00,0.00,,0.00%,0.00%,0.00%,
12M 2021,0.00 B,-820881.34,-0.00,0.00,,-12.82%,-169.76%,-54.80%,-3.31
12M 2022,1.23 B,1.67,0.00,0.00,,4.70%,35.66%,22.66%,2.88
12M 2023,1.54 B,1.49,24.16,1.05,,2.97%,4.18%,13.43%,2.31
12M 2024,1.54 B,0.59,1042.37,17.29,,1.34%,1.56%,4.51%,1.76
