Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,34721516.000000,2206239639.000000,2206239639.000000,,2206239639.000000,3805606.000000,3805606.000000,3805606.000000,943110334.000000,2193449816.000000,5381326911.000000,,1480827784.000000,25626325663.000000,4095607714.000000,,31202761161.000000,36584088072.000000,,,19290304246.000000,12805151270.000000,,,12805151270.000000,,110269612.000000,110269612.000000,20095324.000000,1696129415.000000,,3305091448.000000,710864545.000000,4015955993.000000,642702632.000000,19290304246.000000,14530722325.000000,,,12593810120.000000,1251590205.000000,13845400325.000000,685322000.000000,14530722325.000000,33821026571.000000,,5714000000.000000,5694389077.000000,-8645327576.000000,,2763061501.000000,36584088072.000000,5714.000000
12M 2022,,,573837983.000000,6181125508.000000,6181125508.000000,,6181125508.000000,6500000.000000,6500000.000000,6500000.000000,2078459102.000000,1539573675.000000,10379496268.000000,,941286513.000000,26738756543.000000,5626786530.000000,,33306829586.000000,43686325854.000000,,,26127727446.000000,16671186117.000000,,,16671186117.000000,,318031500.000000,318031500.000000,350130522.000000,3174445538.000000,,3767160261.000000,440000000.000000,4207160261.000000,1406773508.000000,26127727446.000000,11801254308.000000,,,10275831104.000000,946590204.000000,11222421308.000000,578833000.000000,11801254308.000000,37928981754.000000,,12295460000.000000,71935.000000,-6538187835.000000,,5757344100.000000,43686325854.000000,1229546000.000000
12M 2023,,,6520485540.000000,10412813368.000000,10412813368.000000,,10412813368.000000,17150000.000000,17150000.000000,17150000.000000,6588265324.000000,11648479869.000000,35187194101.000000,,318056727.000000,27877646635.000000,9556734587.000000,4189832411.000000,41942270360.000000,77129464461.000000,,,19027146366.000000,4660707927.000000,,,4660707927.000000,,31746290.000000,31746290.000000,529470639.000000,2532243577.000000,,6999023839.000000,460000000.000000,7459023839.000000,3813954094.000000,19027146366.000000,3368849613.000000,,,1714889980.000000,421745633.000000,2136635613.000000,1232214000.000000,3368849613.000000,22395995979.000000,,15375493700.000000,43575907495.000000,-4217932713.000000,,54733468482.000000,77129464461.000000,1537549370.000000
12M 2024,,,4249361630.000000,17173360628.000000,17173360628.000000,,17173360628.000000,121816500.000000,121816500.000000,121816500.000000,5217790857.000000,217057585.000000,26979387200.000000,,83183838.000000,29813794211.000000,10041785859.000000,,39938763908.000000,66918151108.000000,,,8508478671.000000,3169386737.000000,,,3169386737.000000,,,,923335779.000000,738638992.000000,,2349962867.000000,485614594.000000,2835577461.000000,841539702.000000,8508478671.000000,623036000.000000,,,,,,623036000.000000,623036000.000000,9131514671.000000,,15430438240.000000,45443571755.000000,-3188377558.000000,101004000.000000,57786636437.000000,66918151108.000000,1537549370.000000
