Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembelian Aset Tetap,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembelian Aset Tetap,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,4986930347.000000,9737134338.000000,168496678.000000,9568637660.000000,9737134338.000000,248434438.000000,,248434438.000000,248434438.000000,42891215698.000000,4404356248.000000,62268071069.000000,,300000000.000000,300000000.000000,300000000.000000,11613906570.000000,440675602.000000,1087703665.000000,13442285837.000000,75710356906.000000,,,24454943493.000000,,5313601233.000000,5313601233.000000,,,,606281547.000000,237413749.000000,,16909160778.000000,1388486186.000000,,18297646964.000000,,24454943493.000000,10534869810.000000,,2455969012.000000,737043034.000000,7341857764.000000,10534869810.000000,10534869810.000000,34989813303.000000,,600000000.000000,,24611525297.000000,,24611525297.000000,24611525297.000000,15509018305.000000,40720543602.000000,75710356905.000000,6000.000000
12M 2020,,,6518625602.000000,14765193596.000000,1388750453.000000,13376443143.000000,14765193596.000000,153637500.000000,,153637500.000000,153637500.000000,48743838940.000000,37431014.000000,70218726652.000000,,300000000.000000,300000000.000000,300000000.000000,9794065384.000000,809609909.000000,6369192010.000000,17272867303.000000,87491593955.000000,,,26375559664.000000,,7849405375.000000,7849405375.000000,,,,577889998.000000,505052478.000000,,16692747133.000000,750464680.000000,,17443211813.000000,,26375559664.000000,11792413182.000000,,1941794654.000000,25073877.000000,9825544651.000000,11792413182.000000,11792413182.000000,38167972846.000000,,600000000.000000,,27544139653.000000,,27544139653.000000,27544139653.000000,21179481456.000000,49323621109.000000,87491593955.000000,6000.000000
12M 2021,,,11630921603.000000,19700386659.000000,4006029778.000000,15694356881.000000,19700386659.000000,179843500.000000,,179843500.000000,179843500.000000,40360015428.000000,622957224.000000,72494124414.000000,,250000000.000000,250000000.000000,250000000.000000,11042882186.000000,659558885.000000,5933053422.000000,17885494493.000000,90379618907.000000,,,19460096011.000000,,8700217417.000000,8700217417.000000,,,,646168402.000000,906771309.000000,,8981332966.000000,225605917.000000,,9206938883.000000,,19460096011.000000,11143135357.000000,,1504371080.000000,2130121509.000000,7508642768.000000,11143135357.000000,11143135357.000000,30603231368.000000,,600000000.000000,,32262321233.000000,,32262321233.000000,32262321233.000000,26914066306.000000,59776387539.000000,90379618907.000000,6000.000000
12M 2022,,,3500432900.0,25191014156.0,5544981250.0,19646032906.0,25191014156.0,5870459752.0,5598835699.0,271624053.0,5870459752.0,42991380865.0,20512443711.0,98065731384.0,,171139918.0,171139918.0,171139918.0,16886047787.0,1003430914.0,8698815423.0,26759434042.0,124825165426.0,,,39251201433.0,,9174168931.0,9174168931.0,,29789062.0,29789062.0,2486399351.0,1518345765.0,,20334313031.0,3372236761.0,1807253092.0,25513802884.0,528695440.0,39251201433.0,15672400144.0,,1488575570.0,2372541846.0,11811282728.0,15672400144.0,15672400144.0,54923601577.0,,59230000000.0,5197189482.0,7342675694.0,595000000.0,6747675694.0,7342675694.0,-1868301327.0,69901563849.0,124825165426.0,592300.0
12M 2023,,,9566381236.000000,37215320943.000000,13086297786.000000,24129023157.000000,37215320943.000000,23439409230.000000,23067675877.000000,371733353.000000,23439409230.000000,139067165753.000000,18972291964.000000,228260569126.000000,,,,,18066871895.000000,2586737990.000000,8140140271.000000,28793750156.000000,257054319282.000000,,,69090008727.000000,,16274372938.000000,16274372938.000000,,75098063.000000,75098063.000000,4933332498.000000,2062774892.000000,,40238469544.000000,2798905098.000000,486215727.000000,43523590369.000000,2220839967.000000,69090008727.000000,17101772380.000000,,1020021359.000000,1913830150.000000,14167920871.000000,17101772380.000000,17101772380.000000,86191781107.000000,,79230000000.000000,77180294222.000000,15748216561.000000,595000000.000000,15153216561.000000,15748216561.000000,-1295972608.000000,170862538175.000000,257054319282.000000,316200000.000000
12M 2024,,,13005965440.000000,36180532017.000000,5777598045.000000,30402933972.000000,36180532017.000000,43723439286.000000,43254501979.000000,468937307.000000,43723439286.000000,135171947156.000000,50719465874.000000,278801349773.000000,,,,,40612871697.000000,3827572776.000000,11622271343.000000,56062715816.000000,334864065589.000000,,,83190759429.000000,,24122874818.000000,24122874818.000000,,43619629.000000,43619629.000000,1751792594.000000,1739124879.000000,,46117132908.000000,1204670093.000000,523789061.000000,47845592062.000000,7687755447.000000,83190759429.000000,19396238349.000000,,622327622.000000,1475430559.000000,17298480168.000000,19396238349.000000,19396238349.000000,102586997778.000000,,79230000000.000000,115655342915.000000,25473539853.000000,325000000.000000,25148539853.000000,25473539853.000000,11918185044.000000,232277067812.000000,334864065590.000000,316200000.000000
