Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,2.55,0.79,0.53,1.86,0.0,0.0,0.41,0.28,0.86
12M 2020,2.66,0.81,0.39,1.77,0.0,0.0,0.26,0.22,0.77
12M 2021,3.73,1.65,0.21,1.51,0.0,0.0,0.02,0.14,0.51
12M 2022,2.5,1.4,0.39,1.79,0.0,0.0,0.34,0.22,0.79
12M 2023,3.3,1.29,0.27,1.5,0.0,0.0,0.21,0.18,0.5
12M 2024,3.35,1.73,0.21,1.44,0.0,0.0,0.16,0.15,0.44
