Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,25 B,(45 B),(20 B),-59.52
12M 2017,23 B,(8 B),15 B,17.93
12M 2018,18 B,(1 B),17 B,20.78
12M 2019,28 B,(0 B),28 B,33.78
12M 2020,17 B,(0 B),17 B,20.62
12M 2021,20 B,(0 B),20 B,24.76
12M 2022,24 B,(0 B),24 B,29.48
12M 2023,17 B,(0 B),17 B,21.06
12M 2024,16 B,(0 B),16 B,19.84
