Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Adjustment,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,59276437000.000000,-26347055000.000000,32929382000.000000,-18079881000.000000,-18079881000.000000,,-18079881000.000000,14849501000.000000,-1349596000.000000,,,,-1349596000.000000,-1349596000.000000,13499905000.000000,-2999393000.000000,10500512000.000000,-3117605000.000000,7382907000.000000,10500512000.000000,10500512000.000000,,10500512000.000000,7382907000.000000,7382907000.000000,,7382907000.000000
12M 2017,69111976000.000000,-29112466000.000000,39999510000.000000,-12465777000.000000,-12465778000.000000,1000.000000,-12465777000.000000,27533733000.000000,-11769785000.000000,,,,-11769785000.000000,-11769785000.000000,15763948000.000000,-3399105000.000000,12364843000.000000,-3050065000.000000,9314778000.000000,12364843000.000000,12364843000.000000,,12364843000.000000,9314778000.000000,9314778000.000000,,9314778000.000000
12M 2018,58616271000.000000,-27360914000.000000,31255357000.000000,-9956185000.000000,-9956185000.000000,,-9956185000.000000,21299172000.000000,-17947518000.000000,26437000.000000,-8134559000.000000,,-9839396000.000000,-17947518000.000000,3351654000.000000,-288360000.000000,3063294000.000000,-2947867000.000000,115427000.000000,3063294000.000000,3063294000.000000,,3063294000.000000,115427000.000000,115427000.000000,,115427000.000000
12M 2019,49199945000.000000,-26691751000.000000,22508194000.000000,-8629898000.000000,-8629898000.000000,,-8629898000.000000,13878296000.000000,-6925280000.000000,12498000.000000,-7769696000.000000,,831918000.000000,-6925280000.000000,6953016000.000000,-3874462000.000000,3078554000.000000,-3029755000.000000,48799000.000000,3078554000.000000,3078554000.000000,,3078554000.000000,48799000.000000,48799000.000000,,48799000.000000
12M 2020,38810042000.000000,-25291106000.000000,13518936000.000000,-10284089000.000000,-10284089000.000000,,-10284089000.000000,3234847000.000000,-2957571000.000000,69339000.000000,-784767000.000000,,-2242143000.000000,-2957571000.000000,277276000.000000,-282270000.000000,-4994000.000000,-2444367000.000000,-2449361000.000000,-4994000.000000,-4994000.000000,,-4994000.000000,-2449361000.000000,-2449361000.000000,,-2449361000.000000
12M 2021,41965285000.000000,-29761281000.000000,12204004000.000000,-7846323000.000000,-7846323000.000000,,-7846323000.000000,4357681000.000000,-1703051000.000000,115635000.000000,-790845000.000000,,-1027841000.000000,-1703051000.000000,2654630000.000000,-149672000.000000,2504958000.000000,-2786928000.000000,-281970000.000000,2504958000.000000,2504958000.000000,,2504958000.000000,-281970000.000000,-281970000.000000,,-281970000.000000
12M 2022,40081965000.000000,-36115726000.000000,3966239000.000000,-8652436000.000000,-8652436000.000000,,-8652436000.000000,-4686197000.000000,-7905603000.000000,88851000.000000,-608318000.000000,,-7386136000.000000,-7905603000.000000,-12591800000.000000,1679292000.000000,-10912508000.000000,-8925387000.000000,-19837895000.000000,-10912508000.000000,-10912508000.000000,,-10912508000.000000,-19837895000.000000,-19837895000.000000,,-19837895000.000000
12M 2023,28816886000.000000,-26224398000.000000,2592488000.000000,-7967890000.000000,-7967890000.000000,,-7967890000.000000,-5375402000.000000,1297971000.000000,50980000.000000,-441306000.000000,,1688297000.000000,1297971000.000000,-4077431000.000000,727889000.000000,-3349542000.000000,-143196000.000000,-3492738000.000000,-3349542000.000000,-3349542000.000000,,-3349542000.000000,-3492738000.000000,-3492738000.000000,,-3492738000.000000
12M 2024,32692056000.000000,-26823818000.000000,5868238000.000000,-7544819000.000000,-7544819000.000000,,-7544819000.000000,-1676581000.000000,-2361339000.000000,47144000.000000,-282823000.000000,,-2125660000.000000,-2361339000.000000,-4037920000.000000,676876000.000000,-3361044000.000000,-262112000.000000,-3623156000.000000,-3361044000.000000,-3361044000.000000,,-3361044000.000000,-3623156000.000000,-3623156000.000000,,-3623156000.000000
