Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-15386431.83,-0.00,0.00,(17.46 B),-32.93%,45.83%,89.05%,-54.78
12M 2021,0.00 B,-6909783.95,-0.00,0.00,5.68 B,-9.44%,17.33%,20.11%,-10.59
12M 2022,0.00 B,-10854485.27,-0.00,0.00,(2.92 B),-6.38%,28.76%,39.43%,-6.33
12M 2023,6.45 B,-5.53,-39.78,6.80,(28.42 B),-16.99%,-37.27%,-53.81%,-13.78
12M 2024,6.45 B,0.12,3266.67,7.78,9.41 B,0.29%,0.78%,-0.27%,-0.15
