Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,0 B,,0 B,0.17
12M 2017,(21 B),(328 B),(349 B),-31.71
12M 2018,(20 B),(74 B),(94 B),-8.52
12M 2019,4 B,(0 B),4 B,0.36
12M 2020,2 B,(3 B),(1 B),-0.09
12M 2021,5 B,(2 B),3 B,0.29
12M 2022,23 B,(1 B),22 B,1.96
12M 2023,13 B,(0 B),13 B,1.20
12M 2024,(3 B),(0 B),(3 B),-0.31
