Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok,Pembayaran Beban Usaha,Pembayaran Kas Kepada Karyawan,Penerimaan (Pembayaran) Pajak,Penerimaan Kas Dari Pendapatan Bunga,Pembayaran Bunga,Lain-Lain,Adjustment,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Dividen Dari Entitas Asosiasi,Uang Muka Investasi,Penurunan Investasi Dari Entitas Asosiasi,Perolehan Aset Tetap,Uang Muka Pembelian Tanah,Pembayaran Uang Muka Proyek,Tanah Dalam Pengembangan,Penjualan Investasi Entitas Anak Setelah Dikurangi Kas Yang Dikeluarkan,Uang Muka Untuk Perolehan Aset Tetap,Penambahan Properti Investasi,Hasil Penjualan Aset Tetap,Dana Yang Dibatasi Penggunaannya,Perolehan Aset Hak Guna,Penerimaan Pelunasan Piutang Lain-Lain,Perolehan Aset Tak Berwujud,Hasil Penjualan Property Investasi,Penerimaan Atas Pelepasan Entitas Asosiasi,Perolehan Investasi Saham,Perolehan Entitas Anak,Perolehan Entitas Asosiasi,Penambahan Investasi Pada Entitas Asosiasi,Akuisisi Entitas Anak Dari Kepentingan Non-Pengendali,Aset Keuangan Lancar Lainnya,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Perolehan Dari Penawaran Umum Perdana Setelah Dikurangi Biaya Emisi Saham,Penerimaan Dari Penambahan Modal Saham Melalui Pmthmetd Setelah Dikurangi Biaya Emisi Saham,Setoran Modal Saham Entitas Anak Dari Pihak Non-Pengendali,Penerimaan Utang Pihak Berelasi,Pembayaran Utang Pihak Berelasi,Penerimaan Utang Bank,Modal Disetor Lainnya Entitas Anak Dari Pihak Non Pengendali,Modal Disetor Lainnya,Pembayaran Liabilitas Sewa,Pembayaran Utang Bank,Pembayaran Dividen Tunai Dari Entitas Anak Kepada Pihak Non-Pengendali,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2017,-156350389921.000000,179649545139.000000,-232996556745.000000,-40354942628.000000,-17105317375.000000,-3890859825.000000,3767767234.000000,-23811182236.000000,-21608843485.000000,,-156350389921.000000,-125630423927.000000,,-2500000000.000000,,-55410597023.000000,-47920737944.000000,,,-3107928174.000000,,,,,,,,9000000000.000000,-22500000000.000000,,,,-3191160786.000000,,,-125630423927.000000,223494606256.000000,,,,-21000000000.000000,1990249748.000000,37825000000.000000,217350000000.000000,-11630643492.000000,,-1040000000.000000,,223494606256.000000,-58486207592.000000,2137462.000000,159645030080.000000,101160959950.000000
12M 2018,-141417686932.000000,250708174868.000000,-294374711716.000000,-48892926340.000000,-21530551738.000000,-14585962170.000000,8342901965.000000,-21970413929.000000,885802128.000000,,-141417686932.000000,-70865457574.000000,67000000000.000000,,,-51487799056.000000,-88791216873.000000,2413558355.000000,,,,,,,,,,,,,,,,,,-70865457574.000000,241849143361.000000,55730000000.000000,,45550000000.000000,-45550000000.000000,79964593412.000000,23200000000.000000,,-20069500996.000000,,,,241849143361.000000,168391091271.000000,8832256.000000,101160959950.000000,269560883477.000000
12M 2019,-12040422969.000000,262758781634.000000,-169929157080.000000,-53698037927.000000,-24490571976.000000,-17703456227.000000,11013753278.000000,-19854263986.000000,-137470685.000000,,-12040422969.000000,-79744837155.000000,17000000000.000000,,,-75150356556.000000,-20146270883.000000,,,-1386801432.000000,,17315091.000000,,,,,,,,,,,-78723375.000000,,,-79744837155.000000,13730739390.000000,,,,,201500000000.000000,13505000000.000000,,-201274010610.000000,,-250000.000000,,13730739390.000000,-78054520734.000000,-14356955.000000,269560883477.000000,191492005788.000000
12M 2020,-103326654854.000000,158511973334.000000,-175034464796.000000,-37679968819.000000,-19881845978.000000,-16286703229.000000,8078516152.000000,-19678927684.000000,-1355233834.000000,,-103326654854.000000,-19745559235.000000,,,15250000000.000000,-25709491904.000000,-6017136015.000000,-1922910545.000000,,-846191444.000000,-312155000.000000,,195000000.000000,,-150134327.000000,,,,,,,,-232540000.000000,,,-19745559235.000000,18472258007.000000,,,,,1593867763.000000,20425500000.000000,,-3217698466.000000,-329411290.000000,,,18472258007.000000,-104599956082.000000,1387280.000000,191492005788.000000,86893436986.000000
12M 2021,-73201077269.000000,211904460108.000000,-192570506185.000000,-51281391386.000000,-21140637905.000000,-3200133044.000000,1740572004.000000,-17797658432.000000,-855782429.000000,,-73201077269.000000,11852503310.000000,,,,-13895855465.000000,-7420210426.000000,-20286427722.000000,,,-556809204.000000,-543893873.000000,54555700000.000000,,,,,,,,,,,,,11852503310.000000,305459526377.000000,,358015450000.000000,,,25000000000.000000,28566000000.000000,,-105786395684.000000,-334465406.000000,,-1062533.000000,305459526377.000000,245085952418.000000,3977632.000000,86893436986.000000,331983367036.000000
12M 2022,31170812283.000000,311396177070.000000,-167044348641.000000,-83181390737.000000,-23906390313.000000,8319625485.000000,11941509988.000000,-9622813888.000000,-16731556681.000000,,31170812283.000000,-118796187390.000000,,,,-12028895105.000000,-11822696002.000000,-2278111776.000000,,,-966363452.000000,-18327291785.000000,456473090.000000,,,13500000000.000000,-74884625.000000,,,,-47254417735.000000,,-20000000000.000000,-20000000000.000000,,-118796187390.000000,40169238567.000000,,,,,230000000000.000000,18976992881.000000,,-208415364583.000000,-390771673.000000,,-1618058.000000,40169238567.000000,-47456136540.000000,-9327560.000000,331983367036.000000,284517902936.000000
12M 2023,-29607941336.000000,333163568961.000000,-223069923034.000000,-82777240601.000000,-24421508186.000000,-11958626359.000000,9442077572.000000,-18607212698.000000,-11379076991.000000,,-29607941336.000000,-436329109777.000000,1000000000.000000,,,-9082433438.000000,-51899554949.000000,-2478181271.000000,,,-323302000.000000,-42138254416.000000,358356518.000000,,,,-4835879279.000000,,,-2555847276.000000,,-323874013666.000000,-500000000.000000,,,-436329109777.000000,421845185410.000000,,,,,314698805085.000000,121524727119.000000,,-14000000000.000000,-378346794.000000,,,421845185410.000000,-44091865703.000000,-766848.000000,284517902936.000000,240425270385.000000
12M 2024,28873674417.000000,377942323153.000000,-155318853166.000000,-143336731161.000000,-31675181164.000000,-12279690130.000000,12875646402.000000,-19333839517.000000,,,28873674417.000000,-183923179575.000000,750000000.000000,-7600000000.000000,,-6027106558.000000,-7886205583.000000,,,,,-17120412992.000000,85585586.000000,-7915766040.000000,-2603299956.000000,,-500000000.000000,,,-135105974032.000000,,,,,,-183923179575.000000,172905903483.000000,,,,,76294651209.000000,135108284964.000000,,-38148809862.000000,-347889933.000000,,-332895.000000,172905903483.000000,17856398325.000000,-4029042.000000,240425270385.000000,258277639668.000000
