Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,3 B,(5 B),(1 B),-1.23
12M 2020,4 B,(0 B),4 B,2.80
12M 2021,(26 B),(3 B),(29 B),-22.46
12M 2022,5 B,(1 B),4 B,2.84
12M 2023,11 B,(1 B),10 B,7.29
12M 2024,18 B,(1 B),17 B,12.94
