Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,1.55,1.38,0.92,2.92,0.0,0.0,0.91,0.31,1.91
12M 2020,1.06,0.87,0.43,2.11,0.0,0.0,0.4,0.2,1.1
12M 2021,1.73,1.42,0.58,1.89,0.0,0.0,0.51,0.3,0.89
12M 2022,0.56,0.39,0.97,2.27,0.0,0.0,0.96,0.43,1.27
12M 2023,0.57,0.49,1.18,2.54,0.0,0.0,1.18,0.47,1.53
12M 2024,0.35,0.34,1.35,2.8,0.0,0.0,1.35,0.48,1.8
