Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,576716764619.0,-499831400902.0,76885363717.0,-26631953560.0,-26629839774.0,-2113786.0,-26631953560.0,50253410157.0,-1429644827.0,260370465.0,-1690015292.0,-1429644827.0,48823765330.0,-12216725345.0,-12329689500.0,112964155.0,-12216725345.0,36607039985.0,303506550.0,36910546535.0,36607039985.0,36159506421.0,447533564.0,36607039985.0,36910546535.0,36463012971.0,447533564.0,36910546535.0
12M 2020,1149283261706.0,-988594990786.0,160688270920.0,-53659578981.0,-50826259986.0,-2833318995.0,-53659578981.0,107028691939.0,-12421389899.0,207656554.0,-12629046453.0,-12421389899.0,94607302040.0,-21157206705.0,-21196989880.0,39783175.0,-21157206705.0,73450095335.0,2988297736.0,76438393071.0,73450095335.0,72968249316.0,481846019.0,73450095335.0,76438393071.0,75957390540.0,481002531.0,76438393071.0
12M 2021,3090173578824.0,-2665321889478.0,424851689346.0,-103680406077.0,-93538140525.0,-10142265552.0,-103680406077.0,321171283269.0,-52277460855.0,1220816509.0,-53498277364.0,-52277460855.0,268893822414.0,-59411685802.0,-59916871080.0,505185278.0,-59411685802.0,209482136612.0,1241615373.0,210723751985.0,209482136612.0,209260502511.0,221634101.0,209482136612.0,210723751985.0,210499591623.0,224160362.0,210723751985.0
12M 2022,2457607034533.0,-2270597239417.0,187009795116.0,-118363507925.0,-97363034298.0,-21000473627.0,-118363507925.0,68646287191.0,-80546151988.0,126517189.0,-80672669177.0,-80546151988.0,-11899864797.0,2268310090.0,-1447473280.0,3715783370.0,2268310090.0,-9631554707.0,-387667660.0,-10019222367.0,-9631554707.0,-8957865054.0,-673689653.0,-9631554707.0,-10019222367.0,-9345532714.0,-673689653.0,-10019222367.0
12M 2023,336684940840.0,-437240654500.0,-100555713660.0,-58617088747.0,-52565267011.0,-6051821736.0,-58617088747.0,-159172802407.0,-61444008966.0,27302032.0,-61471310998.0,-61444008966.0,-220616811373.0,-52449929.0,-141427193.0,88977264.0,-52449929.0,-220669261302.0,496747722.0,-220172513580.0,-220669261302.0,-220007464532.0,-661796770.0,-220669261302.0,-220172513580.0,-219510716810.0,-661796770.0,-220172513580.0
12M 2024,378126622942.000000,-432905978346.000000,-54779355404.000000,-40168814895.000000,-25708572748.000000,-14460242147.000000,-40168814895.000000,-94948170299.000000,-59153963106.000000,14356933.000000,-59168320039.000000,-59153963106.000000,-154102133405.000000,33227677173.000000,,33227677173.000000,33227677173.000000,-120874456232.000000,1269624345.000000,-119604831887.000000,-120874456232.000000,-120530353779.000000,-344102453.000000,-120874456232.000000,-119604831887.000000,-119260729434.000000,-344102453.000000,-119604831887.000000
