Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Final,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,40057259715.000000,-19850986567.000000,20206273148.000000,-17402397235.000000,-17402397235.000000,-17402397235.000000,2803875913.000000,-1580685789.000000,-1666343239.000000,31667743.000000,53989707.000000,-1580685789.000000,1223190124.000000,-206610164.000000,-256278896.000000,,49668732.000000,-206610164.000000,1016579960.000000,79040365.000000,1095620325.000000,1016579960.000000,1016579960.000000,,1016579960.000000,1095620325.000000,1095620325.000000,,1095620325.000000
12M 2019,47469665980.000000,-24504847379.000000,22964818601.000000,-21241634652.000000,-21241634652.000000,-21241634652.000000,1723183949.000000,-1036159558.000000,-1100616974.000000,9662744.000000,54794672.000000,-1036159558.000000,687024391.000000,-213980039.000000,-274309223.000000,,60329184.000000,-213980039.000000,473044352.000000,-35657218.000000,437387134.000000,473044352.000000,473044352.000000,,473044352.000000,437387134.000000,437387134.000000,,437387134.000000
12M 2020,61162632114.000000,-32299911932.000000,28862720182.000000,-22725341102.000000,-22725341102.000000,-22725341102.000000,6137379080.000000,-2522164239.000000,-1960185785.000000,-806130888.000000,244152434.000000,-2522164239.000000,3615214841.000000,-908776363.000000,-977492340.000000,,68715977.000000,-908776363.000000,2706438478.000000,8234001.000000,2714672479.000000,2706438478.000000,2707049228.000000,-610750.000000,2706438478.000000,2714672479.000000,2715283229.000000,-610750.000000,2714672479.000000
12M 2021,109849125348.0,-54560343905.0,55288781443.0,-37728639059.0,-37728639059.0,-37728639059.0,17560142384.0,-9123930939.0,-10216104815.0,337426883.0,754746993.0,-9123930939.0,8436211445.0,-1311857491.0,-1329258612.0,-51055396.0,68456517.0,-1311857491.0,7124353954.0,-22203901.0,7102150053.0,7124353957.0,7086836588.0,37517369.0,7124353957.0,7102150056.0,7064632687.0,37517369.0,7102150056.0
12M 2022,166545619384.0,-91622244384.0,74923375000.0,-55759050679.0,-55759050679.0,-55759050679.0,19164324321.0,-328755062.0,-5786561246.0,2773337006.0,2684469178.0,-328755062.0,18835569259.0,-3285091083.0,-3097215822.0,-129217153.0,-58658108.0,-3285091083.0,15550478176.0,17363759.0,15567841935.0,15550478175.0,15464570449.0,85907726.0,15550478175.0,15567841933.0,15481934207.0,85907726.0,15567841933.0
12M 2023,206894975270.0,-110329275806.0,96565699464.0,-68490747324.0,-68490747324.0,-68490747324.0,28074952140.0,-6432205412.0,-6245320804.0,-582737195.0,395852587.0,-6432205412.0,21642746728.0,-5293176849.0,-5096273058.0,-138706312.0,-58197479.0,-5293176849.0,16349569879.0,406240044.0,16755809923.0,16349569879.0,16192149199.0,157420680.0,16349569879.0,16755809921.0,16598389241.0,157420680.0,16755809921.0
