Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2018,0.00 B,50829.00,0.00,0.00,,1.69%,30.13%,123.19%,1.68
12M 2019,0.00 B,23652.22,0.00,0.00,,0.81%,12.41%,36.26%,1.57
12M 2020,1.50 B,1.80,0.00,0.00,,3.29%,7.84%,30.15%,3.13
12M 2021,1.90 B,3.73,54.16,3.49,,3.35%,7.60%,21.06%,1.72
12M 2022,1.90 B,8.12,7.51,0.70,,5.83%,14.20%,14.00%,3.31
12M 2023,1.90 B,8.50,7.41,0.58,,5.47%,12.90%,18.76%,4.50
