Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Laba (Rugi) Selisih Kurs,Final,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,83598923000.000000,-88852404000.000000,-5253481000.000000,-20398087000.000000,-20398087000.000000,-20398087000.000000,-25651568000.000000,-32732695000.000000,66641897000.000000,4583558000.000000,-429200000.000000,-94762126000.000000,-8766824000.000000,-32732695000.000000,-58384263000.000000,4680438000.000000,,4680438000.000000,4680438000.000000,-53703825000.000000,,-53703825000.000000,-53703825000.000000,-48072919000.000000,-5630906000.000000,-53703825000.000000,-53703825000.000000,-48072919000.000000,-5630906000.000000,-53703825000.000000
12M 2021,627716931000.000000,-324762816000.000000,302954115000.000000,-26589153000.000000,-26589153000.000000,-26589153000.000000,276364962000.000000,-85238299000.000000,106436938000.000000,1167972000.000000,-5350402000.000000,-169084886000.000000,-18407921000.000000,-85238299000.000000,191126663000.000000,-2478418000.000000,,-2478418000.000000,-2478418000.000000,188648245000.000000,-11186000.000000,188637059000.000000,188648245000.000000,189109229000.000000,-460984000.000000,188648245000.000000,188637059000.000000,189098043000.000000,-460984000.000000,188637059000.000000
12M 2022,670120383000.000000,-368903994000.000000,301216389000.000000,-37390193000.000000,-37390193000.000000,-37390193000.000000,263826196000.000000,-116627326000.000000,136307706000.000000,-40178408000.000000,-6063889000.000000,-178491631000.000000,-28201104000.000000,-116627326000.000000,147198870000.000000,4617118000.000000,,4617118000.000000,4617118000.000000,151815988000.000000,-382417000.000000,151433571000.000000,151815988000.000000,163579205000.000000,-11763217000.000000,151815988000.000000,151433571000.000000,163196788000.000000,-11763217000.000000,151433571000.000000
12M 2023,931005802000.0,-554128572000.0,376877230000.0,-70638923000.0,-70638923000.0,-70638923000.0,306238307000.0,-112040099000.0,124031748000.0,2561163000.0,-8020321000.0,-193498733000.0,-37113956000.0,-112040099000.0,194198208000.0,-11287891000.0,-3635047000.0,-7652844000.0,-11287891000.0,182910317000.0,108002000.0,183018319000.0,182910317000.0,186767710000.0,-3857393000.0,182910317000.0,183018319000.0,186875712000.0,-3857393000.0,183018319000.0
12M 2024,920552022000.0,-519624281000.0,400927741000.0,-78837812000.0,-78837812000.0,-78837812000.0,322089929000.0,16267003000.0,149227853000.0,2299586000.0,-7368017000.0,-96396150000.0,-31496269000.0,16267003000.0,338356932000.0,-38736482000.0,-38802767000.0,66285000.0,-38736482000.0,299620450000.0,599862000.0,300220312000.0,299620450000.0,289268560000.0,10351890000.0,299620450000.0,300220312000.0,289868422000.0,10351890000.0,300220312000.0
