Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(32 B),(149 B),(181 B),-3556443.33
12M 2021,65 B,(17 B),47 B,923264.41
12M 2022,74 B,(63 B),11 B,209880.69
12M 2023,90 B,(256 B),(166 B),-13.13
12M 2024,(22 B),(128 B),(150 B),-9.51
