Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,4.69,2023.43,4.69,2023.43,81 B,176 B,257 B,141 B,(345 B)
12M 2014,6.71,2279.80,6.71,2279.80,73 B,264 B,337 B,(544 B),(606 B)
12M 2015,5.66,2983.67,5.66,2983.67,56 B,358 B,414 B,"(1,457 B)",(158 B)
12M 2016,6.57,3917.77,6.57,3917.77,60 B,497 B,557 B,"(1,556 B)",238 B
12M 2017,7.60,4800.19,7.60,4800.19,60 B,651 B,711 B,"(1,164 B)",781 B
12M 2018,4.08,5517.43,4.08,5517.43,56 B,595 B,651 B,(690 B),758 B
12M 2019,2.79,5804.38,2.79,5804.38,105 B,490 B,595 B,(280 B),195 B
12M 2020,4.73,5913.91,4.73,5913.91,122 B,747 B,869 B,297 B,(60 B)
12M 2021,4.05,6155.55,4.05,6155.55,93 B,774 B,867 B,154 B,(28 B)
12M 2022,5.75,6781.27,5.75,6781.27,43 B,252 B,295 B,(640 B),195 B
12M 2023,3.76,7226.01,3.76,7226.01,,,,"(1,375 B)",586 B
12M 2024,3.22,7733.73,3.22,7733.73,,,,"(2,172 B)","1,347 B"
