Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Aset Tetap,Aset Pajak Tangguhan,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Others,Total Utang Pajak,Utang Bank Jangka Pendek,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Liabilitas Derivatif,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,8536328.000000,6476603.000000,6476603.000000,,6476603.000000,680191.000000,180072.000000,500119.000000,680191.000000,1698177.000000,2135671.000000,19526970.000000,,,66241485.000000,,149167.000000,450694.000000,66841346.000000,86368316.000000,,,11940908.000000,,1774962.000000,348580.000000,2123542.000000,,19638.000000,288444.000000,308082.000000,,179271.000000,179271.000000,,2610544.000000,,6696478.000000,6696478.000000,22991.000000,11940908.000000,34438033.000000,,34080984.000000,,34080984.000000,357049.000000,34438033.000000,46378941.000000,,31667240.000000,24029.000000,8298106.000000,,,8298106.000000,,,39989375.000000,86368316.000000,3000000.000000
12M 2017,,,14314453.000000,9220061.000000,9220061.000000,,9220061.000000,108916.000000,108916.000000,,108916.000000,1909734.000000,2324451.000000,27877615.000000,,,70984697.000000,,66152.000000,2880453.000000,73931302.000000,101808917.000000,,,14785333.000000,,1439789.000000,70000.000000,1509789.000000,,,266298.000000,266298.000000,,772730.000000,772730.000000,,5519472.000000,,6717044.000000,6717044.000000,,14785333.000000,25851462.000000,,25372811.000000,,25372811.000000,478651.000000,25851462.000000,40636795.000000,,46805203.000000,2323362.000000,12043557.000000,,,12043557.000000,,,61172122.000000,101808917.000000,5030000000.000000
12M 2018,,,13493264.000000,7946144.000000,7946144.000000,,7946144.000000,60993.000000,60756.000000,237.000000,60993.000000,1977441.000000,6209858.000000,29687700.000000,,,77107977.000000,968138.000000,17211.000000,2333501.000000,80426827.000000,110114527.000000,,,19211540.000000,,1881743.000000,115540.000000,1997283.000000,,47870.000000,26854.000000,74724.000000,,2244693.000000,2244693.000000,,8177796.000000,,6717044.000000,6717044.000000,,19211540.000000,19171835.000000,,18655766.000000,,18655766.000000,516069.000000,19171835.000000,38383375.000000,,46805203.000000,2314650.000000,22611299.000000,754689.000000,21856610.000000,22611299.000000,,,71731152.000000,110114527.000000,5030000000.000000
12M 2019,,,3426946.000000,12767539.000000,12767539.000000,,12767539.000000,183357.000000,183357.000000,,183357.000000,2612000.000000,6237548.000000,25227390.000000,,,112354490.000000,3777595.000000,6731.000000,1832327.000000,117971143.000000,143198533.000000,,,37145348.000000,,2988579.000000,3000.000000,2991579.000000,,31942.000000,,31942.000000,,1398467.000000,1398467.000000,1250000.000000,9306015.000000,,22165026.000000,22165026.000000,2319.000000,37145348.000000,17489705.000000,,16638026.000000,185107.000000,16823133.000000,666572.000000,17489705.000000,54635053.000000,,49539234.000000,5619112.000000,33405134.000000,1463461.000000,31941673.000000,33405134.000000,,,88563480.000000,143198533.000000,5417063153.000000
12M 2020,,,12646857.000000,8960126.000000,8960126.000000,,8960126.000000,52888.000000,52888.000000,,52888.000000,2727897.000000,5195231.000000,29582999.000000,,,108039874.000000,6234648.000000,,2978372.000000,117252894.000000,146835893.000000,,,27017798.000000,,4341479.000000,,4341479.000000,,552064.000000,41600.000000,593664.000000,,559488.000000,559488.000000,,8614872.000000,,11447311.000000,11447311.000000,1460984.000000,27017798.000000,25287199.000000,,23063608.000000,713678.000000,23777286.000000,1509913.000000,25287199.000000,52304997.000000,,49539234.000000,5619112.000000,39372550.000000,2127461.000000,37245089.000000,39372550.000000,,,94530896.000000,146835893.000000,5417063153.000000
12M 2021,,,21907017.000000,12935046.000000,12049655.000000,885391.000000,12935046.000000,365538.000000,365538.000000,,365538.000000,3758976.000000,11756420.000000,50722997.000000,,,100517218.000000,6228226.000000,,3767710.000000,110513154.000000,161236151.000000,,,32271352.000000,,8112670.000000,,8112670.000000,,10741.000000,75756.000000,86497.000000,,1503626.000000,1503626.000000,,7557680.000000,,12252607.000000,12252607.000000,2758272.000000,32271352.000000,14308911.000000,,13562224.000000,14728.000000,13576952.000000,731959.000000,14308911.000000,46580263.000000,,49539234.000000,5619112.000000,61935181.000000,2548461.000000,59386720.000000,61935181.000000,436525.000000,-2874165.000000,114655887.000000,161236150.000000,5417063153.000000
12M 2022,,,30526525.000000,9375589.000000,9375589.000000,,9375589.000000,161670.000000,138977.000000,22693.000000,161670.000000,3979725.000000,14842069.000000,58885578.000000,,,110941281.000000,6132512.000000,1783.000000,3393293.000000,120468869.000000,179354447.000000,,,26533708.000000,,6933192.000000,,6933192.000000,,59983.000000,,59983.000000,,3168724.000000,3168724.000000,,7552025.000000,,2673220.000000,2673220.000000,6146564.000000,26533708.000000,6945629.000000,,5958544.000000,,5958544.000000,987085.000000,6945629.000000,33479337.000000,,49539234.000000,5619112.000000,94347744.000000,3800551.000000,90547193.000000,94347744.000000,725123.000000,-4356103.000000,145875110.000000,179354447.000000,5417063153.000000
12M 2023,,,24550603.000000,12284166.000000,12284166.000000,,12284166.000000,106366.000000,76493.000000,29873.000000,106366.000000,3774819.000000,53804149.000000,94520103.000000,,,99524959.000000,6417125.000000,3061.000000,3406720.000000,109351865.000000,203871968.000000,,,23221753.000000,,7187730.000000,,7187730.000000,,29380.000000,,29380.000000,3500090.000000,,3500090.000000,,5301504.000000,,5424925.000000,5424925.000000,1778124.000000,23221753.000000,12031088.000000,,11518471.000000,,11518471.000000,512617.000000,12031088.000000,35252841.000000,,49539234.000000,5819430.000000,117772340.000000,5900551.000000,111871789.000000,117772340.000000,831348.000000,-5343225.000000,168619127.000000,203871968.000000,5417063153.000000
12M 2024,,,54626940.000000,8730208.000000,8730208.000000,,8730208.000000,999334.000000,999334.000000,,999334.000000,4114897.000000,36323458.000000,104794837.000000,,,75783619.000000,6595182.000000,221683.000000,2165417.000000,84765901.000000,189560738.000000,,,16285755.000000,,4935938.000000,,4935938.000000,,,1579146.000000,1579146.000000,1210611.000000,,1210611.000000,,2515878.000000,,4361132.000000,4361132.000000,1683050.000000,16285755.000000,15032419.000000,,14293895.000000,,14293895.000000,738524.000000,15032419.000000,31318174.000000,,49539234.000000,5834578.000000,107150527.000000,7900551.000000,99249976.000000,107150527.000000,970083.000000,-5251858.000000,158242564.000000,189560738.000000,5417063153.000000
