Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,114 B,(70 B),44 B,14685.29
12M 2017,215 B,(213 B),1 B,0.24
12M 2018,316 B,(332 B),(17 B),-3.34
12M 2019,346 B,(613 B),(267 B),-49.33
12M 2020,379 B,(151 B),228 B,42.15
12M 2021,515 B,(150 B),365 B,67.39
12M 2022,748 B,(595 B),153 B,28.31
12M 2023,508 B,(213 B),295 B,54.48
12M 2024,409 B,(183 B),225 B,41.60
