Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2016,0.00,179099.08,0.00,178431.01,90 B,458 B,548 B,433 B,102 B
12M 2017,0.67,164.76,0.67,164.59,91 B,344 B,435 B,241 B,177 B
12M 2018,0.75,206.51,0.75,206.46,97 B,270 B,367 B,172 B,152 B
12M 2019,0.81,227.27,0.81,227.25,325 B,234 B,559 B,512 B,(166 B)
12M 2020,0.71,246.14,0.71,246.14,161 B,335 B,497 B,318 B,36 B
12M 2021,1.34,301.05,1.34,301.05,175 B,194 B,369 B,56 B,263 B
12M 2022,1.42,417.79,1.42,417.78,42 B,93 B,135 B,(341 B),504 B
12M 2023,1.06,478.21,1.06,478.20,84 B,178 B,262 B,(117 B),"1,101 B"
12M 2024,0.86,469.08,0.86,468.42,70 B,231 B,301 B,(581 B),"1,430 B"
