Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Final,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,34591017.000000,-41136175.000000,-6545158.000000,-2935479.000000,-2935479.000000,-2935479.000000,-9480637.000000,-2924698.000000,-1225407.000000,121223.000000,-173839.000000,-1646675.000000,-2924698.000000,-12405335.000000,,-12405335.000000,42505.000000,-12362830.000000,-12405335.000000,-12405335.000000,,-12405335.000000,-12362830.000000,-12362830.000000,,-12362830.000000
12M 2017,49006709.000000,-38460218.000000,10546491.000000,-3831092.000000,-3831092.000000,-3831092.000000,6715399.000000,-2017463.000000,-1265709.000000,144664.000000,-283972.000000,-612446.000000,-2017463.000000,4697936.000000,-779750.000000,3918186.000000,-172735.000000,3745451.000000,3918186.000000,3918186.000000,,3918186.000000,3745451.000000,3745451.000000,,3745451.000000
12M 2018,63563972.000000,-47294201.000000,16269771.000000,-5075174.000000,-5075174.000000,-5075174.000000,11194597.000000,4323590.000000,-1287558.000000,175506.000000,-463170.000000,5898812.000000,4323590.000000,15518187.000000,-1505171.000000,14013016.000000,111423.000000,14124439.000000,14013016.000000,14013016.000000,,14013016.000000,14124439.000000,14124439.000000,,14124439.000000
12M 2019,75325053.000000,-56244446.000000,19080607.000000,-6059799.000000,-6059799.000000,-6059799.000000,13020808.000000,-435773.000000,-1878015.000000,59747.000000,-623111.000000,2005606.000000,-435773.000000,12585035.000000,703583.000000,13288618.000000,-3314.000000,13285304.000000,13288618.000000,13288618.000000,,13288618.000000,13285304.000000,13285304.000000,,13285304.000000
12M 2020,68355016.000000,-55876843.000000,12478173.000000,-5592691.000000,-5592691.000000,-5592691.000000,6885482.000000,180564.000000,-1583897.000000,61666.000000,-592162.000000,2294957.000000,180564.000000,7066046.000000,1364174.000000,8430220.000000,-568990.000000,7861230.000000,8430220.000000,8430220.000000,,8430220.000000,7861230.000000,7861230.000000,,7861230.000000
12M 2021,108733646.0,-73833411.0,34900235.0,-6216981.0,-6216981.0,-6216981.0,28683254.0,-958051.0,-1143966.0,42629.0,-939485.0,1082771.0,-958051.0,27725203.0,-2683397.0,25041806.0,584094.0,25625900.0,25041806.0,25018216.0,23590.0,25041806.0,25625900.0,25602294.0,23606.0,25625900.0
12M 2022,119280504.0,-75946936.0,43333568.0,-6241640.0,-6241640.0,-6241640.0,37091928.0,9736327.0,-477551.0,302327.0,-939411.0,10850962.0,9736327.0,46828255.0,-4495932.0,42332323.0,313298.0,42645621.0,42332323.0,42203609.0,128714.0,42332323.0,42645621.0,42516934.0,128687.0,42645621.0
12M 2023,102391407.0,-64672145.0,37719262.0,-7925195.0,-7925195.0,-7925195.0,29794067.0,16198687.0,-1519185.0,1273214.0,-739411.0,17184069.0,16198687.0,45992754.0,-5102102.0,40890652.0,-84668.0,40805984.0,40890652.0,40789139.0,101513.0,40890652.0,40805984.0,40704800.0,101184.0,40805984.0
12M 2024,81205081.0,-59970974.0,21234107.0,-6309822.0,-6309822.0,-6309822.0,14924285.0,1705314.0,-1654160.0,3285779.0,-574987.0,648682.0,1705314.0,16629599.0,-2306722.0,14322877.0,-77108.0,14245769.0,14322877.0,14188195.0,134682.0,14322877.0,14245769.0,14111449.0,134320.0,14245769.0
