Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,18905070.91,0.00,0.00,8.74 B,29.96%,49.17%,123.56%,752.43
12M 2021,0.00 B,34966521.74,0.00,0.00,13.98 B,29.98%,47.61%,78.58%,485.92
12M 2022,0.00 B,424104.51,0.00,0.00,22.18 B,21.45%,28.12%,0.00%,442.15
12M 2023,0.90 B,12.73,0.00,0.00,18.70 B,14.46%,17.72%,25.03%,84.92
12M 2024,1.12 B,5.49,10.75,0.33,13.06 B,4.38%,4.85%,8.37%,39.74
