Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tak Berwujud,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,1166283178.000000,827810052.000000,5712142584.000000,,7706235814.000000,,346465495.000000,,4117273374.000000,3607027500.000000,8070766369.000000,15777002183.000000,,,5668889976.000000,3982632373.000000,1686257603.000000,,,5668889976.000000,144265352.000000,144265352.000000,144265352.000000,5813155328.000000,,250000000.000000,,8549895542.000000,,8549895542.000000,8549895542.000000,351999588.000000,811951725.000000,9963846855.000000,15777002183.000000,250.000000
12M 2021,,,1326626701.000000,2468611787.000000,18657446170.000000,,22452684658.000000,,683700787.000000,,3441346707.000000,2578713334.000000,6703760828.000000,29156445486.000000,,,10175654663.000000,5767349314.000000,4408305349.000000,,,10175654663.000000,210563940.000000,210563940.000000,210563940.000000,10386218603.000000,,250000000.000000,,17156673279.000000,,17156673279.000000,17156673279.000000,409613588.000000,953940016.000000,18770226883.000000,29156445486.000000,250.000000
12M 2022,,,5151176263.000000,3315394510.000000,30420414388.000000,654500000.000000,39541485161.000000,,970049368.000000,,25933099552.000000,3236156111.000000,30139305031.000000,69680790192.000000,,,15576502244.000000,6675317332.000000,8394184912.000000,507000000.000000,,15576502244.000000,269161426.000000,269161426.000000,269161426.000000,15845663670.000000,,35250000000.000000,964515710.000000,16927135020.000000,100000000.000000,16827135020.000000,16927135020.000000,670291775.000000,23184017.000000,53835126522.000000,69680790192.000000,35250.000000
12M 2023,,,6567670834.0,2622274888.0,33333103819.0,6113797296.0,48636846837.0,,1229851322.0,2639695831.0,25930923385.0,756189166.0,30556659704.0,79193506541.0,,,13360028723.0,6419019552.0,3409548943.0,3345092133.0,186368095.0,13360028723.0,429171917.0,429171917.0,429171917.0,13789200640.0,,45000000000.0,964515710.0,18630810131.0,3791988862.0,14838821269.0,18630810131.0,766810155.0,42169905.0,65404305901.0,79193506541.0,900000000.0
12M 2024,,,20835857825.000000,2120476434.000000,77662595937.000000,36967292.000000,100655897488.000000,,1631935413.000000,2503745827.000000,33935353261.000000,2116092624.000000,40187127125.000000,140843024613.000000,,,11926275379.000000,9010481627.000000,2219584700.000000,,696209052.000000,11926275379.000000,1049400998.000000,1049400998.000000,1049400998.000000,12975676377.000000,,56250000000.000000,964515710.000000,24802371047.000000,9000000000.000000,15802371047.000000,24802371047.000000,648772677.000000,45201688802.000000,127867348236.000000,140843024613.000000,1125000000.000000
