Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(2 B),(2 B),(4 B),-14605607.10
12M 2021,1 B,(1 B),0 B,1937374.09
12M 2022,10 B,(24 B),(14 B),-402965.71
12M 2023,5 B,(2 B),3 B,3.11
12M 2024,(35 B),(11 B),(46 B),-41.13
