Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,99607686248.0,-74936853176.0,24670833072.0,-18425984483.0,6244848589.0,-1365192.0,13323000.0,-8299550.0,-6388642.0,-1365192.0,6243483397.0,-1468469138.0,-1795452820.0,326983682.0,-1468469138.0,4775014259.0,-113741908.0,4661272351.0,-7888961.0,4653383390.0,4775014259.0,4726267727.0,48746532.0,4775014259.0,4653383390.0,4653326770.0,56620.0,4653383390.0
12M 2021,130463613780.0,-98266387073.0,32197226707.0,-20768800362.0,11428426345.0,-133648828.0,4145150.0,-23519045.0,-114274933.0,-133648828.0,11294777517.0,-2495353066.0,-2834550186.0,339197120.0,-2495353066.0,8799424451.0,-134852701.0,8664571750.0,7555623.0,8672127373.0,8799424451.0,8741630436.0,57794015.0,8799424451.0,8672127373.0,8672307387.0,-180014.0,8672127373.0
12M 2022,151865251597.0,-109951141736.0,41914109861.0,-22655972377.0,19258137484.0,27763633.0,840010.0,-43555714.0,70479337.0,27763633.0,19285901117.0,-4251336186.0,-4546240710.0,294904524.0,-4251336186.0,15034564931.0,-179222260.0,14855342671.0,35660374.0,14891003045.0,15034564931.0,14949684001.0,84880930.0,15034564931.0,14891003044.0,14890205787.0,797257.0,14891003044.0
12M 2023,178349818564.000000,-134601818238.000000,43748000326.000000,-28736952401.000000,15011047925.000000,-180495811.000000,567589.000000,-176776855.000000,-4286545.000000,-180495811.000000,14830552114.000000,-3283173893.000000,-3549124888.000000,265950995.000000,-3283173893.000000,11547378221.000000,,11547378221.000000,21801158.000000,11569179379.000000,11547378221.000000,11453675111.000000,93703110.000000,11547378221.000000,11569179379.000000,11566364109.000000,2815270.000000,11569179379.000000
12M 2024,202124174291.000000,-162519693799.000000,39604480492.000000,-31455796679.000000,8148683813.000000,-179936363.000000,30033632.000000,-205074789.000000,-4895206.000000,-179936363.000000,7968747450.000000,-1911513065.000000,-2302670045.000000,391156980.000000,-1911513065.000000,6057234385.000000,,6057234385.000000,-38741574.000000,6018492811.000000,6057234385.000000,6171560918.000000,-114326533.000000,6057234385.000000,6018492811.000000,6022203759.000000,-3710948.000000,6018492811.000000
