Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,1056861.61,0.00,1056861.61,,112 B,112 B,(2 B),705 B
12M 2019,0.00,1107424.87,0.00,1107424.87,15 B,287 B,302 B,5 B,"1,120 B"
12M 2020,0.00,984913.10,0.00,984913.10,130 B,313 B,443 B,398 B,807 B
12M 2021,0.00,1050093.39,0.00,1048631.09,559 B,358 B,917 B,856 B,116 B
12M 2022,0.61,110.61,0.61,110.51,505 B,283 B,788 B,761 B,(141 B)
12M 2023,0.43,115.84,0.43,115.76,95 B,"1,494 B","1,589 B","1,305 B",856 B
12M 2024,0.42,117.76,0.42,117.72,225 B,"1,451 B","1,676 B","1,641 B","1,115 B"
