Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,257.83,0.00,245.26,15 B,18 B,33 B,28 B,7 B
12M 2014,0.00,142.11,0.00,133.56,13 B,11 B,24 B,21 B,18 B
12M 2015,4.60,154.23,4.91,144.54,15 B,6 B,22 B,20 B,10 B
12M 2016,3.80,185.52,3.80,185.52,23 B,1 B,24 B,18 B,41 B
12M 2017,3.97,186.61,3.97,186.61,17 B,8 B,25 B,17 B,56 B
12M 2018,6.39,114.21,6.39,114.21,22 B,4 B,26 B,23 B,12 B
12M 2019,5.03,123.25,5.03,123.25,23 B,,23 B,18 B,17 B
12M 2020,4.06,124.25,4.06,124.25,22 B,3 B,25 B,18 B,24 B
12M 2021,5.06,127.45,5.06,127.45,22 B,1 B,24 B,21 B,25 B
12M 2022,4.45,139.18,4.45,139.18,21 B,67 B,88 B,78 B,27 B
12M 2023,2.47,142.77,2.47,142.77,42 B,100 B,141 B,139 B,(14 B)
12M 2024,6.07,96.38,6.07,96.38,52 B,90 B,142 B,142 B,(28 B)
