Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.23,0.23,1.48,2.85,0.0,0.0,1.43,0.52,1.85
12M 2020,0.95,0.95,0.84,1.96,0.0,0.0,0.7,0.43,0.96
12M 2021,1.24,1.24,0.44,1.55,0.0,0.0,0.35,0.29,0.55
12M 2022,1.18,1.18,0.33,1.58,0.0,0.0,0.05,0.21,0.57
12M 2023,2.27,2.27,0.15,1.21,0.0,0.0,-0.05,0.13,0.21
12M 2024,4.33,4.33,0.05,1.11,0.0,0.0,-0.08,0.04,0.11
