Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Aset Tetap,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Beban Akrual,Utang Pihak Berelasi,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Liabilitas Keuangan Lainnya,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Liabilitas Keuangan Lainnya,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,37139482.000000,6324559.000000,3060107.000000,3264452.000000,6324559.000000,142842.000000,70887.000000,31094278.000000,671479.000000,75443527.000000,,6015130.000000,14079584.000000,57203487.000000,,7738916.000000,85037117.000000,160480644.000000,,,29107676.000000,1090535.000000,,1243736.000000,19678880.000000,20922616.000000,224155.000000,3785171.000000,28791.000000,351532.000000,,1470232.000000,,,1470232.000000,1234644.000000,29107676.000000,12895349.000000,,6026837.000000,108288.000000,,6135125.000000,432723.000000,,6327501.000000,12895349.000000,42003025.000000,,37938203.000000,12900884.000000,74584176.000000,7613641.000000,66970535.000000,74584176.000000,77887.000000,-7023531.000000,118477619.000000,160480644.000000,800371500.000000
12M 2017,,,43312775.000000,6541454.000000,3673374.000000,2868080.000000,6541454.000000,3983826.000000,183930.000000,28420892.000000,416558.000000,82859435.000000,,9145167.000000,2683088.000000,48747503.000000,2548938.000000,3466821.000000,66591517.000000,149450952.000000,,,33583628.000000,1521555.000000,,1153397.000000,20401398.000000,21554795.000000,,4641585.000000,6903.000000,152022.000000,,2906569.000000,2239572.000000,,5146141.000000,560627.000000,33583628.000000,10567585.000000,,3128825.000000,108288.000000,,3237113.000000,310074.000000,,7020398.000000,10567585.000000,44151213.000000,,37938203.000000,12900884.000000,61319634.000000,7613641.000000,53705993.000000,61319634.000000,29186.000000,-6888168.000000,105299739.000000,149450952.000000,800371500.000000
12M 2018,,,15411921.000000,21060043.000000,14962451.000000,6097592.000000,21060043.000000,112333.000000,48716.000000,52416026.000000,1154564.000000,90203603.000000,,10851452.000000,2788585.000000,46433344.000000,2223445.000000,3152888.000000,65449714.000000,155653317.000000,,,49362169.000000,,,3647609.000000,34336873.000000,37984482.000000,,4275342.000000,,284826.000000,,2604563.000000,3226392.000000,,5830955.000000,986564.000000,49362169.000000,7554895.000000,,1011509.000000,60000.000000,,1071509.000000,325131.000000,,6158255.000000,7554895.000000,56917064.000000,,37938203.000000,12900884.000000,56065110.000000,7613641.000000,48451469.000000,56065110.000000,22808.000000,-8190752.000000,98736253.000000,155653317.000000,800371500.000000
12M 2019,,,11839210.000000,30293653.000000,25648255.000000,4645398.000000,30293653.000000,66437.000000,72974.000000,64719676.000000,1812302.000000,108804252.000000,,9295636.000000,2812207.000000,44437209.000000,2148219.000000,4824353.000000,63517624.000000,172321876.000000,,,61320550.000000,,,4310447.000000,42438343.000000,46748790.000000,550000.000000,4591836.000000,,543522.000000,,,7101895.000000,609814.000000,7711709.000000,1174693.000000,61320550.000000,9551203.000000,,,60000.000000,2149156.000000,2209156.000000,66153.000000,,7275894.000000,9551203.000000,70871753.000000,,37938203.000000,12900884.000000,56821548.000000,7613641.000000,49207907.000000,56821548.000000,52920.000000,-6263432.000000,101450123.000000,172321876.000000,800371500.000000
12M 2020,,,19945504.000000,15506421.000000,8767088.000000,6739333.000000,15506421.000000,25395.000000,,36693475.000000,3986514.000000,76157309.000000,,4628501.000000,1486044.000000,42804820.000000,1951583.000000,3416441.000000,54287389.000000,130444698.000000,,,22765298.000000,,,6269408.000000,8505435.000000,14774843.000000,,3174616.000000,,440574.000000,,,2767096.000000,763789.000000,3530885.000000,844380.000000,22765298.000000,8333860.000000,,,249111.000000,1447753.000000,1696864.000000,117567.000000,,6519429.000000,8333860.000000,31099158.000000,,37938203.000000,12900884.000000,54300095.000000,7613641.000000,46686454.000000,54300095.000000,51454.000000,-5845096.000000,99345540.000000,130444698.000000,800371500.000000
12M 2021,,,8810819.000000,17283432.000000,2334127.000000,14949305.000000,17283432.000000,9102.000000,,57060989.000000,1976856.000000,85141198.000000,,3105121.000000,1453440.000000,42667950.000000,1865697.000000,2586401.000000,51678609.000000,136819807.000000,,,39174285.000000,,,17521043.000000,13423983.000000,30945026.000000,,3279345.000000,,275224.000000,,,2918836.000000,790132.000000,3708968.000000,965722.000000,39174285.000000,8129978.000000,,,249111.000000,714993.000000,964104.000000,166895.000000,,6998979.000000,8129978.000000,47304263.000000,,37938203.000000,12869517.000000,44604803.000000,7613641.000000,36991162.000000,44604803.000000,33393.000000,-5930372.000000,89515544.000000,136819807.000000,800371500.000000
12M 2022,,,11134047.000000,13267558.000000,10702575.000000,2564983.000000,13267558.000000,242.000000,,59186962.000000,1671226.000000,85260035.000000,,2935682.000000,1415455.000000,40518731.000000,1746727.000000,2064513.000000,48681108.000000,133941143.000000,,,43463756.000000,,,28474940.000000,9583528.000000,38058468.000000,,2149833.000000,,266692.000000,,,1549055.000000,502345.000000,2051400.000000,937363.000000,43463756.000000,7157844.000000,,,165457.000000,380512.000000,545969.000000,157404.000000,,6454471.000000,7157844.000000,50621600.000000,,37938203.000000,12869517.000000,38487940.000000,7613641.000000,30874299.000000,38487940.000000,35759.000000,-6011876.000000,83319543.000000,133941143.000000,800371500.000000
12M 2023,,,7631263.000000,21112770.000000,19304118.000000,1808652.000000,21112770.000000,,,98125989.000000,1193341.000000,128063363.000000,,628870.000000,1456724.000000,28164995.000000,1511608.000000,11321002.000000,43083199.000000,171146562.000000,,,61193099.000000,,,9343842.000000,35233351.000000,44577193.000000,,3348174.000000,,173980.000000,,,11052834.000000,446305.000000,11499139.000000,1594613.000000,61193099.000000,7520475.000000,,,82875.000000,77736.000000,160611.000000,211791.000000,,7148073.000000,7520475.000000,68713574.000000,,37938203.000000,12869517.000000,57093750.000000,7613641.000000,49480109.000000,57093750.000000,48760.000000,-5517242.000000,102432988.000000,171146562.000000,800371500.000000
12M 2024,,,28882336.000000,34357907.000000,14103818.000000,20254089.000000,34357907.000000,,,95651805.000000,1224126.000000,160116174.000000,,,1396644.000000,24846029.000000,1396544.000000,10867664.000000,38506881.000000,198623055.000000,,,61531889.000000,,,12962656.000000,30423296.000000,43385952.000000,,6788655.000000,,4655096.000000,,,5182608.000000,137055.000000,5319663.000000,1382523.000000,61531889.000000,8202881.000000,,,,239910.000000,239910.000000,754233.000000,,7208738.000000,8202881.000000,69734770.000000,,37938203.000000,12869517.000000,83550490.000000,7613641.000000,75936849.000000,83550490.000000,48606.000000,-5518531.000000,128888285.000000,198623055.000000,800371500.000000
