Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,326 B,(23 B),303 B,378.73
12M 2017,39 B,(11 B),29 B,35.71
12M 2018,(306 B),(59 B),(365 B),-456.63
12M 2019,36 B,(44 B),(8 B),-10.08
12M 2020,168 B,(52 B),116 B,144.60
12M 2021,(74 B),(78 B),(152 B),-189.83
12M 2022,136 B,(89 B),48 B,59.85
12M 2023,4 B,(57 B),(53 B),-65.94
12M 2024,375 B,(30 B),345 B,431.13
