Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,5.91,5.91,0.0,1.29,0.0,0.0,-0.09,0.0,0.29
12M 2021,3.29,3.09,0.07,1.36,0.0,0.0,0.02,0.05,0.36
12M 2022,0.82,0.65,0.27,1.44,0.0,0.0,0.21,0.19,0.44
12M 2023,0.46,0.32,0.85,2.06,0.0,0.0,0.83,0.41,1.06
12M 2024,0.44,0.35,1.16,2.48,0.0,0.0,1.14,0.47,1.48
