Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,4.19,,5.91
12M 2021,18.17,3.36,20.0,1.53,20.09,,108.73,,13.6,,3.24,,6.33,,3.29
12M 2022,14.64,8.62,28.77,-5.51,24.92,,42.33,,2.27,,1.75,,-34.71,,0.82
12M 2023,16.33,13.37,36.66,-6.96,22.35,38.76,27.3,43.69,1.2,1.95,1.05,1.72,-7.01,-7.01,0.46
12M 2024,24.6,15.16,38.89,0.87,14.84,15.72,24.08,25.1,1.07,1.02,0.92,0.85,-5.04,-5.04,0.44
