Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,30015514110.000000,-22469755326.000000,7545758784.000000,-5056395070.000000,-5056395070.000000,-5056395070.000000,2489363714.000000,316719308.000000,,316719308.000000,316719308.000000,2806083022.000000,-689977923.000000,-689977923.000000,,-689977923.000000,2116105099.000000,,2116105099.000000,2116105099.000000,2116105099.000000,,2116105099.000000,2116105099.000000,2116105099.000000,,2116105099.000000
12M 2021,35359963037.000000,-27034671258.000000,8325291779.000000,-4652835736.000000,-4652835736.000000,-4652835736.000000,3672456043.000000,183633897.000000,,183633897.000000,183633897.000000,3856089940.000000,-826372514.000000,-826372514.000000,,-826372514.000000,3029717426.000000,,3029717426.000000,3029717426.000000,3029717426.000000,,3029717426.000000,3029717426.000000,3029717426.000000,,3029717426.000000
12M 2022,60891278469.000000,-45383393338.000000,15507885131.000000,-10189473732.000000,-10189473732.000000,-10189473732.000000,5318411399.000000,-349259560.000000,,-349259560.000000,-349259560.000000,4969151839.000000,-1209217460.000000,-1209217460.000000,,-1209217460.000000,3759934379.000000,,3759934379.000000,3759934379.000000,3759934379.000000,,3759934379.000000,3759934379.000000,3759934379.000000,,3759934379.000000
12M 2023,75756461938.000000,-59941346826.000000,15815115112.000000,-8123409679.000000,-8123409679.000000,-8123409679.000000,7691705433.000000,-2673762673.000000,-3956544935.000000,1282782262.000000,-2673762673.000000,5017942760.000000,-1516106352.000000,-1646605400.000000,130499048.000000,-1516106352.000000,3501836408.000000,-41922724.000000,3459913684.000000,3501836408.000000,3501836408.000000,,3501836408.000000,3459913684.000000,3459913684.000000,,3459913684.000000
12M 2024,93776687510.000000,-69218884272.000000,24557803238.000000,-9019891432.000000,-9019891432.000000,-9019891432.000000,15537911806.000000,-10365997294.000000,-10342995873.000000,-23001421.000000,-10365997294.000000,5171914512.000000,-1504817500.000000,-1464892440.000000,-39925060.000000,-1504817500.000000,3667097012.000000,197159644.000000,3864256656.000000,3667097012.000000,3667097012.000000,,3667097012.000000,3864256656.000000,3864256656.000000,,3864256656.000000
