Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,46.39,,1.03
12M 2021,83.44,366.47,117.49,332.42,4.37,,1.0,,3.58,,0.75,,12.34,,1.07
12M 2022,128.82,501.8,89.08,541.54,2.83,,0.73,,3.05,,0.56,,4.11,,1.2
12M 2023,100.44,315.41,51.48,364.37,3.63,6.68,1.16,2.02,5.21,10.52,0.81,1.48,4.81,4.81,1.22
12M 2024,142.34,454.3,48.15,548.49,2.56,2.29,0.8,0.73,3.97,3.87,0.53,0.46,1.02,1.02,2.12
