Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,646816784125.000000,-502392204817.000000,144424579308.000000,-55288399289.000000,-29532741281.000000,-30312443155.000000,4556785147.000000,-55288399289.000000,89136180019.000000,-27745704039.000000,36937346.000000,-27782641385.000000,-27745704039.000000,61390475980.000000,-14277075451.000000,,,-14277075451.000000,47113400529.000000,,47113400529.000000,-424652033.000000,46688748496.000000,47113400529.000000,47113400529.000000,,47113400529.000000,46688748496.000000,46688748496.000000,,46688748496.000000
12M 2021,502015349141.000000,-353115115341.000000,148900233800.000000,-59096022348.000000,-25320872391.000000,-32817358617.000000,-957791340.000000,-59096022348.000000,89804211452.000000,-36942709243.000000,109702143.000000,-37052411386.000000,-36942709243.000000,52861502209.000000,-11851153840.000000,,,-11851153840.000000,41010348369.000000,,41010348369.000000,450777939.000000,41461126308.000000,41010348369.000000,41010348369.000000,,41010348369.000000,41461126308.000000,41461126308.000000,,41461126308.000000
12M 2022,419174026364.000000,-285232786629.000000,133941239735.000000,-45526305701.000000,-21562322058.000000,-23515424854.000000,-448558789.000000,-45526305701.000000,88414934034.000000,-32395522434.000000,20001886.000000,-32415524320.000000,-32395522434.000000,56019411600.000000,-13931660893.000000,,,-13931660893.000000,42087750707.000000,,42087750707.000000,21762647.000000,42109513354.000000,42087750707.000000,42087750707.000000,,42087750707.000000,42109513354.000000,42109513354.000000,,42109513354.000000
12M 2023,684623623630.000000,-510094570274.000000,174529053356.000000,-67294098714.000000,-37281225657.000000,-29610199185.000000,-402673872.000000,-67294098714.000000,107234954642.000000,-38590991373.000000,19559541.000000,-38610550914.000000,-38590991373.000000,68643963269.000000,-15643153768.000000,,,-15643153768.000000,53000809501.000000,,53000809501.000000,456974113.000000,53457783614.000000,53000809501.000000,53000809501.000000,,53000809501.000000,53457783614.000000,53457783614.000000,,53457783614.000000
12M 2024,573313340870.000000,-441595143852.000000,131718197018.000000,-61128581092.000000,-30971501158.000000,-32959213741.000000,2802133807.000000,-61128581092.000000,70589615926.000000,-41777713870.000000,1327749512.000000,-43105463382.000000,-41777713870.000000,28811902056.000000,-7996199591.000000,,,-7996199591.000000,20815702465.000000,,20815702465.000000,630040728.000000,21445743193.000000,20815702465.000000,20815702465.000000,,20815702465.000000,21445743193.000000,21445743193.000000,,21445743193.000000
