Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,25 B,(4 B),21 B,2109441.57
12M 2021,(134 B),(15 B),(149 B),-14919489.12
12M 2022,(35 B),(2 B),(38 B),-7.52
12M 2023,(48 B),(8 B),(56 B),-11.17
12M 2024,(144 B),(17 B),(161 B),-24.18
