Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.03,0.35,2.58,4.96,0.0,0.0,2.58,0.52,3.96
12M 2021,1.07,0.34,2.82,4.6,0.0,0.0,2.81,0.61,3.6
12M 2022,1.2,0.47,2.83,4.53,0.0,0.0,2.82,0.62,3.53
12M 2023,1.22,0.44,2.52,4.17,0.0,0.0,2.52,0.6,3.17
12M 2024,2.12,0.94,0.86,1.96,0.0,0.0,0.57,0.44,0.96
