Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.67,96.52,0.67,96.52,102 B,28 B,130 B,104 B,(39 B)
12M 2009,0.68,119.71,0.68,119.71,69 B,45 B,114 B,70 B,33 B
12M 2010,0.59,152.97,0.59,152.97,63 B,0 B,64 B,(4 B),73 B
12M 2011,0.51,147.59,0.51,147.59,65 B,0 B,65 B,30 B,40 B
12M 2012,0.59,145.76,0.59,145.76,76 B,0 B,76 B,68 B,43 B
12M 2013,0.45,145.15,0.45,145.15,44 B,0 B,44 B,6 B,58 B
12M 2014,0.54,150.17,0.54,150.17,4 B,,4 B,3 B,58 B
12M 2015,0.44,147.71,0.44,147.71,51 B,,51 B,46 B,12 B
12M 2016,0.68,164.33,0.68,164.33,23 B,,23 B,23 B,24 B
12M 2017,0.43,166.71,0.43,166.71,22 B,68 B,90 B,84 B,53 B
12M 2018,0.56,149.87,0.56,149.87,130 B,69 B,199 B,138 B,1 B
12M 2019,1.15,156.17,1.15,156.17,57 B,91 B,148 B,137 B,36 B
12M 2020,1.31,151.23,1.31,151.23,60 B,85 B,145 B,104 B,51 B
12M 2021,1.21,169.61,1.21,169.61,62 B,45 B,107 B,48 B,43 B
12M 2022,1.37,204.78,1.37,204.78,66 B,41 B,108 B,(1 B),99 B
12M 2023,2.45,245.08,2.45,245.08,48 B,41 B,89 B,(36 B),141 B
12M 2024,2.16,252.22,2.16,252.22,23 B,41 B,64 B,(52 B),160 B
