Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Usaha,Pihak Berelasi,Total Piutang Usaha,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Usaha,Pihak Berelasi,Total Utang Usaha,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,34726945344.000000,536638802.000000,,,536638802.000000,121250000.000000,,,121250000.000000,1399957592.000000,48949483283.000000,85734275021.000000,,,,,272865558380.000000,482933375.000000,111151857.000000,273459643612.000000,359193918633.000000,,,35920519481.000000,527887834.000000,,,527887834.000000,18642807339.000000,,,18642807339.000000,434208925.000000,1962734755.000000,,3506077969.000000,5659488890.000000,9165566859.000000,5187313769.000000,35920519481.000000,99889066608.000000,,,,,95498402221.000000,2406274097.000000,97904676318.000000,,1984390290.000000,99889066608.000000,135809586089.000000,,10000000000.000000,,36818990054.000000,,,36818990054.000000,8736890427.000000,167828452063.000000,223384332544.000000,359193918633.000000,10000.000000
12M 2018,,,82179134103.000000,723463554.000000,,,723463554.000000,2139690961.000000,,,2139690961.000000,1501784263.000000,7299566075.000000,93843638956.000000,,,,,361581845314.000000,908694536.000000,29861001.000000,362520400851.000000,456364039807.000000,,,23859080993.000000,504422496.000000,,,504422496.000000,12591879785.000000,,,12591879785.000000,318929202.000000,2018464028.000000,,4394574471.000000,3614105131.000000,8008679602.000000,416705880.000000,23859080993.000000,94976996495.000000,,,,,91074927350.000000,937660320.000000,92012587670.000000,,2964408825.000000,94976996495.000000,118836077488.000000,,100000000000.000000,14489464370.000000,12533999577.000000,,,12533999577.000000,12513381768.000000,197991116604.000000,337527962319.000000,456364039807.000000,1000000000.000000
12M 2019,,,16435909505.000000,760248494.000000,,,760248494.000000,8738694746.000000,,,8738694746.000000,1521320159.000000,10761340074.000000,38217512978.000000,,,,,393245262660.000000,899191810.000000,14029406.000000,394158483876.000000,432375996854.000000,,,36488483105.000000,521568598.000000,,,521568598.000000,26751672769.000000,,,26751672769.000000,679471467.000000,1744649319.000000,,5292404177.000000,841709213.000000,6134113390.000000,657007562.000000,36488483105.000000,87515604096.000000,,,,,85782523173.000000,230696178.000000,86013219351.000000,,1502384745.000000,87515604096.000000,124004087201.000000,,100000000500.000000,14489466870.000000,-17896662032.000000,,,-17896662032.000000,12317209978.000000,199461894337.000000,308371909653.000000,432375996854.000000,1000000000.000000
12M 2020,,,12929570528.000000,526410007.000000,,,526410007.000000,3948885184.000000,,,3948885184.000000,1467465011.000000,7954129683.000000,26826460413.000000,,,,,389608755902.000000,1325118508.000000,137583332.000000,391071457742.000000,417897918155.000000,,,54277395049.000000,507635554.000000,,,507635554.000000,43447984763.000000,,,43447984763.000000,754088980.000000,1189504859.000000,,5891223516.000000,2073963096.000000,7965186612.000000,412994281.000000,54277395049.000000,82872962843.000000,,,,,79872942578.000000,1216899300.000000,81089841878.000000,,1783120965.000000,82872962843.000000,137150357892.000000,,100000000500.000000,14489466870.000000,-45335731568.000000,,,-45335731568.000000,12118426389.000000,199475398073.000000,280747560264.000000,417897918156.000000,1000000005.000000
12M 2021,,,15453245009.000000,442751902.000000,,,442751902.000000,4494292931.000000,,,4494292931.000000,1539619668.000000,7879961827.000000,29809871337.000000,,,,,380869681651.000000,2177269600.000000,34423156.000000,383081374407.000000,412891245744.000000,,,79851946422.000000,427400106.000000,,,427400106.000000,68699580889.000000,,,68699580889.000000,1054559836.000000,1360777027.000000,,6492197457.000000,1216899300.000000,7709096757.000000,600531807.000000,79851946422.000000,74981489675.000000,,,,,73380745121.000000,,73380745121.000000,,1600744554.000000,74981489675.000000,154833436097.000000,,100000007500.000000,14489466870.000000,-68435166457.000000,,,-68435166457.000000,11997120473.000000,200006381261.000000,258057809647.000000,412891245744.000000,1000000075.000000
12M 2022,,,11831391813.000000,292955084.000000,,,292955084.000000,871586908.000000,101438067.000000,770148841.000000,871586908.000000,334370499.000000,6413647831.000000,19743952135.000000,,3306465972.000000,3306465972.000000,3306465972.000000,374792277037.000000,3101360020.000000,4072586903.000000,385272689932.000000,405016642067.000000,,,13695493409.000000,570324403.000000,,,570324403.000000,,1772500.000000,2476356174.000000,2478128674.000000,1123789106.000000,1973473479.000000,,7094726012.000000,,7094726012.000000,455051735.000000,13695493409.000000,149551216673.000000,,81824966409.000000,81824966409.000000,,66286019109.000000,,66286019109.000000,,1440231155.000000,149551216673.000000,163246710082.000000,,100000007500.000000,14489466870.000000,-84871097518.000000,,,-84871097518.000000,11914127545.000000,200237427588.000000,241769931985.000000,405016642067.000000,1000000075.000000
12M 2023,,,11887905520.000000,396263229.000000,,,396263229.000000,58384387.000000,58384387.000000,,58384387.000000,385873463.000000,6966687966.000000,19695114565.000000,,2008239877.000000,2008239877.000000,2008239877.000000,409326964514.000000,1908319772.000000,1211702952.000000,414455227115.000000,434150341680.000000,,,13631471841.000000,492188083.000000,,,492188083.000000,,157627012.000000,1740457000.000000,1898084012.000000,935493435.000000,1844386627.000000,,7698700925.000000,60445000.000000,7759145925.000000,702173759.000000,13631471841.000000,208986840230.000000,,95277499168.000000,95277499168.000000,,58587318184.000000,93415000.000000,58680733184.000000,53513222438.000000,1515385440.000000,208986840230.000000,222618312071.000000,,100000397900.000000,14491453870.000000,-98403115285.000000,,,-98403115285.000000,,,16088736485.000000,238707048556.000000,1000003979.000000
12M 2024,,,5722483612.000000,595988398.000000,,,595988398.000000,54224551.000000,54224551.000000,,54224551.000000,433086354.000000,7270649549.000000,14076432464.000000,,,,,403844523031.000000,2019269217.000000,1202187903.000000,407065980151.000000,421142412615.000000,,,14169398435.000000,483004068.000000,,,483004068.000000,,158728407.000000,1300031000.000000,1458759407.000000,721730974.000000,2277327155.000000,,8905873087.000000,65940000.000000,8971813087.000000,256763744.000000,14169398435.000000,211985309171.000000,,107095747230.000000,107095747230.000000,,49681445097.000000,21980000.000000,49703425097.000000,53626451774.000000,1559685070.000000,211985309171.000000,226154707606.000000,,100000397900.000000,14491453870.000000,-114862484236.000000,,,-114862484236.000000,9852844416.000000,185505493059.000000,194987705009.000000,421142412615.000000,1000003979.000000
