Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,21464744.21,0.00,21464744.21,4 B,95 B,99 B,64 B,50 B
12M 2018,1.26,325.01,1.26,325.01,4 B,91 B,95 B,13 B,70 B
12M 2019,0.77,296.05,0.77,296.05,5 B,86 B,91 B,75 B,2 B
12M 2020,0.74,268.63,0.74,268.63,6 B,80 B,86 B,73 B,(27 B)
12M 2021,1.11,246.06,1.11,246.06,6 B,73 B,80 B,64 B,(50 B)
12M 2022,1.37,229.86,1.37,229.86,7 B,66 B,73 B,62 B,6 B
12M 2023,21.13,16.09,21.13,16.09,8 B,59 B,66 B,54 B,6 B
12M 2024,1.65,185.13,1.65,185.13,9 B,50 B,59 B,53 B,(0 B)
