Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,(3 B),(6 B),(9 B),-942882.73
12M 2018,(15 B),(63 B),(78 B),-78.03
12M 2019,(32 B),(60 B),(92 B),-92.38
12M 2020,(19 B),(6 B),(25 B),-24.97
12M 2021,(14 B),(0 B),(15 B),-14.87
12M 2022,(11 B),(1 B),(12 B),-11.89
12M 2023,2 B,(1 B),1 B,0.78
12M 2024,(4 B),(1 B),(5 B),-5.22
