Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,15401368017.000000,55544489343.000000,57057973393.000000,6313783237.000000,134317613990.000000,,19873144797.000000,,292810500.000000,,20165955297.000000,154483569287.000000,,,86135730820.000000,49625469505.000000,26336388269.000000,2332932261.000000,,1800000000.000000,375804673.000000,2175804673.000000,5665136112.000000,86135730820.000000,17043548802.000000,,9870000000.000000,2860860000.000000,12730860000.000000,4312688802.000000,17043548802.000000,103179279622.000000,,10800000000.000000,,31346793871.000000,,31346793871.000000,31346793871.000000,9157495794.000000,51304289665.000000,154483569287.000000,108000.000000
12M 2019,,,2497655890.000000,31826982172.000000,78799671848.000000,9779106844.000000,122903416754.000000,,19338190640.000000,8958333333.000000,363439250.000000,,28659963223.000000,151563379977.000000,,,72091314545.000000,29130512893.000000,25210627990.000000,2476798751.000000,,2510289990.000000,97654727.000000,2607944717.000000,12665430194.000000,72091314545.000000,24835835990.000000,,18226843857.000000,3053990133.000000,21280833990.000000,3555002000.000000,24835835990.000000,96927150535.000000,,10800000000.000000,,34475104768.000000,,34475104768.000000,34475104768.000000,9361124674.000000,54636229442.000000,151563379977.000000,108000.000000
12M 2020,,,1570162043.000000,29170750550.000000,74538614970.000000,7081096073.000000,112360623636.000000,,19466898305.000000,8908333333.000000,300433980.000000,,28675665618.000000,141036289254.000000,,,61544641327.000000,34212302721.000000,15201717081.000000,3299001534.000000,,2412618386.000000,312749224.000000,2725367610.000000,6106252381.000000,61544641327.000000,21803860975.000000,,16086759399.000000,1492799576.000000,17579558975.000000,4224302000.000000,21803860975.000000,83348502302.000000,,10800000000.000000,,38338597070.000000,,38338597070.000000,38338597070.000000,8549189882.000000,57687786952.000000,141036289254.000000,108000.000000
12M 2021,,,12650204511.000000,39392613955.000000,99079431770.000000,10237328340.000000,161359578576.000000,,19399325181.000000,8858333333.000000,461992400.000000,,28719650914.000000,190079229490.000000,,,94731718591.000000,22709293973.000000,48463729368.000000,7798706607.000000,,2509191651.000000,,2509191651.000000,13250796992.000000,94731718591.000000,17901177435.000000,,14634521435.000000,,14634521435.000000,3266656000.000000,17901177435.000000,112632896026.000000,,50000000000.000000,,16609309658.000000,2160000000.000000,14449309658.000000,16609309658.000000,10837023806.000000,77446333464.000000,190079229490.000000,1000000000.000000
12M 2022,,,11019869371.000000,76497308291.000000,98960195009.000000,11025904489.000000,197503277160.000000,,26224275539.000000,8808333333.000000,721112749.000000,,35753721621.000000,233256998781.000000,,,80102582448.000000,26295768080.000000,38286086958.000000,4352519233.000000,,2047125573.000000,442507348.000000,2489632921.000000,8678575256.000000,80102582448.000000,8311772719.000000,,6507955608.000000,553171111.000000,7061126719.000000,1250646000.000000,8311772719.000000,88414355167.000000,,67355776100.000000,40793496160.000000,25226863022.000000,2160000000.000000,23066863022.000000,25226863022.000000,11466508332.000000,144842643614.000000,233256998781.000000,1347115522.000000
12M 2023,,,9150014784.0,90088665596.0,128484207737.0,13739631260.0,241462519377.0,,30497974196.0,8758333333.0,355001153.0,4059107850.0,43670416532.0,285132935909.0,,,120645855314.0,44160223425.0,66859875527.0,1974277520.0,,2250297838.0,538621086.0,2788918924.0,4862559918.0,120645855314.0,6451740028.0,,4260955121.0,1030936907.0,5291892028.0,1159848000.0,6451740028.0,127097595342.0,,67362942100.0,40819293760.0,38240638676.0,2160000000.0,36080638676.0,38240638676.0,11612466031.0,158035340567.0,285132935909.0,1347258942.0
12M 2024,,,2175804566.0,44381969662.0,149647597074.0,26548388958.0,222753760260.0,,29741070806.0,8708333333.0,316401483.0,6552778184.0,45318583806.0,268072344066.0,,,101606729712.0,59173278930.0,37095063688.0,97391932.0,,2415803704.0,665286452.0,3081090156.0,2159905006.0,101606729712.0,3585696747.0,,1841854066.0,424200681.0,2266054747.0,1319642000.0,3585696747.0,105192426459.0,,67362942100.0,40819293760.0,43121356458.0,2160000000.0,40961356458.0,43121356458.0,11576325289.0,162879917607.0,268072344066.0,1347258942.0
