Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,142722773033.000000,-92677369342.000000,50045403691.000000,-37827510595.000000,-37827510595.000000,-37827510595.000000,12217893096.000000,-8417313608.000000,-8417313608.000000,-8417313608.000000,3800579488.000000,-3244115666.000000,-1704182833.000000,82125000.000000,-1622057833.000000,-3244115666.000000,2178521655.000000,602682000.000000,2781203655.000000,2178521655.000000,3289870226.000000,-1111348571.000000,2178521655.000000,2781203655.000000,2781203655.000000,,2781203655.000000
12M 2019,89349200730.000000,-57065311141.000000,32283889589.000000,-23049129942.000000,-23049129942.000000,-23049129942.000000,9234759647.000000,-5163244455.000000,-5163244455.000000,-5163244455.000000,4071515192.000000,-1760711330.000000,-985842165.000000,105486500.000000,-880355665.000000,-1760711330.000000,3191159527.000000,140780250.000000,3331939777.000000,3191159527.000000,3128310897.000000,62848630.000000,3191159527.000000,3331939777.000000,3331939777.000000,,3331939777.000000
12M 2020,82895100001.000000,-58289578514.000000,24605521487.000000,-17383520672.000000,-17383520672.000000,-17383520672.000000,7222000815.000000,-3727195199.000000,-3727195199.000000,-3727195199.000000,3494805616.000000,-1099066492.000000,-538692836.000000,-10840410.000000,-549533246.000000,-1099066492.000000,2945272370.000000,106285140.000000,3051557510.000000,2945272370.000000,3863492302.000000,-918219932.000000,2945272370.000000,3051557510.000000,3051557510.000000,,3051557510.000000
12M 2021,198211675935.0,-151576050723.0,46635625212.0,-19475334049.0,-19475334049.0,-19475334049.0,27160291163.0,-3527241985.0,-3527241985.0,-3527241985.0,23633049178.0,-8136611092.0,-4247298086.0,178992540.0,-4068305546.0,-8136611092.0,19564743632.0,193802880.0,19758546512.0,19564743632.0,17470712588.0,2094031044.0,19564743632.0,19758546512.0,17414972768.0,2343573744.0,19758546512.0
12M 2022,149730058055.0,-109538170977.0,40191887078.0,-23935939260.0,-23935939260.0,-23935939260.0,16255947818.0,-2138224229.0,-2138224229.0,-2138224229.0,14117723589.0,-6748327182.0,-3767506160.0,393342569.0,-3374163591.0,-6748327182.0,10743559998.0,1124084780.0,11867644778.0,10743559998.0,11238160252.0,-494600254.0,10743559998.0,11867644778.0,11594673552.0,272971226.0,11867644778.0
12M 2023,219557053872.0,-183330328691.0,36226725181.0,-20825600211.0,-20825600211.0,-20825600211.0,15401124970.0,1224919359.0,1224919359.0,1224919359.0,16626044329.0,-6668105232.0,-2930637380.0,-403415236.0,-3334052616.0,-6668105232.0,13291991713.0,-132258360.0,13159733353.0,13291991713.0,13013775654.0,278216059.0,13291991713.0,13159733353.0,12881517294.0,278216059.0,13159733353.0
12M 2024,108523345492.0,-80782068700.0,27741276792.0,-20865059860.0,-20865059860.0,-20865059860.0,6876216932.0,-708853222.0,-708853222.0,-708853222.0,6167363710.0,-3008828700.0,-1517043000.0,12628650.0,-1504414350.0,-3008828700.0,4662949360.0,181627680.0,4844577040.0,4662949360.0,4880717782.0,-217768422.0,4662949360.0,4844577040.0,5062345462.0,-217768422.0,4844577040.0
