Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,-2.88,,0.18
12M 2021,4.22,,22.14,-17.92,86.44,,,,17.03,,1.37,,-3.77,,0.49
12M 2022,56.0,,7.37,48.63,6.52,,,,6.37,,0.56,,5.25,,1.47
12M 2023,119.48,199.91,1.76,317.63,3.05,,1.83,,1.87,,0.29,,0.9,,12.62
12M 2024,258.2,263.22,75.96,445.46,1.41,,1.39,,0.58,,0.15,,0.94,,4.27
