Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,2 B,(2 B),0 B,536216.01
12M 2021,3 B,(3 B),0 B,483637.20
12M 2022,(10 B),(6 B),(16 B),-21.47
12M 2023,(16 B),(22 B),(38 B),-36.61
12M 2024,0 B,(1 B),(0 B),-0.29
