Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Investasi Jangka Pendek,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,5554066327.000000,10019324426.000000,,10019324426.000000,10019324426.000000,705421493.000000,,705421493.000000,705421493.000000,,809909287.000000,2775880879.000000,19864602412.000000,,1118663659.000000,4821007819.000000,408191762722.000000,,91779097757.000000,505910531957.000000,525775134369.000000,,,32184762023.000000,103860574.000000,575307680.000000,1933585271.000000,12810647606.000000,,7199999997.000000,,7199999997.000000,9561360895.000000,32184762023.000000,116641321305.000000,,112166666669.000000,,112166666669.000000,,4474654636.000000,116641321305.000000,148826083328.000000,,50000000000.000000,87335586615.000000,236053156780.000000,50000000.000000,236003156780.000000,236053156780.000000,3560307646.000000,376949051041.000000,525775134369.000000,50000.000000
12M 2019,,,1366013676.000000,723265665.000000,,723265665.000000,723265665.000000,2877331877.000000,,2877331877.000000,2877331877.000000,36246850000.000000,872428285.000000,28718406899.000000,70804296402.000000,,1154470960.000000,3949388218.000000,420134970730.000000,,91453657419.000000,516692487327.000000,587496783729.000000,,,43279092602.000000,312199765.000000,301570296.000000,1370916955.000000,15592561424.000000,,14020833333.000000,,14020833333.000000,11681010829.000000,43279092602.000000,102468688179.000000,,97850804333.000000,,97850804333.000000,,4617883846.000000,102468688179.000000,145747780781.000000,,62500000000.000000,134075202746.000000,241620822412.000000,50000000.000000,241570822412.000000,241620822412.000000,3552977790.000000,441749002948.000000,587496783729.000000,3125000000.000000
12M 2020,,,28656234091.000000,2849690603.000000,1636363636.000000,1213326967.000000,2849690603.000000,1690621781.000000,,1690621781.000000,1690621781.000000,,821260643.000000,1521213165.000000,35539020283.000000,,1173991146.000000,3388308706.000000,451155813177.000000,,91549081038.000000,547267194067.000000,582806214350.000000,,,32691314273.000000,183722394.000000,335700566.000000,1000779935.000000,21468605658.000000,,,,,9702505720.000000,32691314273.000000,114702260256.000000,,109534832110.000000,,109534832110.000000,,5167428146.000000,114702260256.000000,147393574529.000000,,62500000000.000000,134075202746.000000,235955289724.000000,1050000000.000000,234905289724.000000,235955289724.000000,2882147351.000000,435412639821.000000,582806214350.000000,3125000000.000000
12M 2021,,,3595029045.000000,5896239930.000000,4777097425.000000,1119142505.000000,5896239930.000000,565933939.000000,,565933939.000000,565933939.000000,,671234299.000000,6649196626.000000,17377633839.000000,,1225072992.000000,4109000000.000000,554983000000.000000,,5884185645.000000,566201258637.000000,583578892476.000000,,,6281924841.000000,181500845.000000,1926725151.000000,919383416.000000,2329745916.000000,,,206899127.000000,206899127.000000,717670386.000000,6281924841.000000,151275537485.000000,,109534832110.000000,36353549750.000000,145888381860.000000,,5387155625.000000,151275537485.000000,157557462326.000000,,62500000000.000000,134075202746.000000,225494170173.000000,1050000000.000000,224444170173.000000,225494170173.000000,3952057231.000000,426021430150.000000,583578892476.000000,3125000000.000000
12M 2022,,,889246469.000000,3117525180.000000,1914602908.000000,1202922272.000000,3117525180.000000,1129581517.000000,,1129581517.000000,1129581517.000000,,912660132.000000,9546072035.000000,15595085333.000000,,1233142105.000000,3821650015.000000,554983000000.000000,,6932160099.000000,566969952219.000000,582565037552.000000,,,18879870061.000000,125119775.000000,308175567.000000,1238168713.000000,2507222037.000000,,6000000000.000000,554645464.000000,6554645464.000000,8146538505.000000,18879870061.000000,140877135653.000000,,103534832110.000000,31907815814.000000,135442647924.000000,,5434487729.000000,140877135653.000000,159757005714.000000,,62500000000.000000,134075202746.000000,222289522280.000000,1050000000.000000,221239522280.000000,222289522280.000000,3943306812.000000,422808031838.000000,582565037552.000000,3125000000.000000
12M 2023,,,6580139158.000000,1863182999.000000,649467991.000000,1213715008.000000,1863182999.000000,242489100.000000,,242489100.000000,242489100.000000,,877119620.000000,3758851552.000000,13321782429.000000,,1336691800.000000,3326297021.000000,557135291720.000000,,7516825870.000000,569315106411.000000,582636888840.000000,,,19501233986.000000,179146038.000000,117698812.000000,1204609399.000000,2798555597.000000,,6000000000.000000,1336637394.000000,7336637394.000000,7864586746.000000,19501233986.000000,139909649612.000000,,97534832110.000000,29396667139.000000,126931499249.000000,,12978150363.000000,139909649612.000000,159410883598.000000,,62500000000.000000,134075202746.000000,222789563112.000000,1050000000.000000,221739563112.000000,222789563112.000000,3861239384.000000,423226005242.000000,582636888840.000000,3125000000.000000
12M 2024,,,1045239704.000000,1749828781.000000,241668682.000000,1508160099.000000,1749828781.000000,,,,,,740626633.000000,2177346698.000000,5713041816.000000,,1371207066.000000,3840958221.000000,568272565512.000000,690000000.000000,8073189261.000000,582247920060.000000,587960961876.000000,,,32823891481.000000,100009689.000000,153973971.000000,686285956.000000,3308954950.000000,,18000000000.000000,4925810204.000000,22925810204.000000,5648856711.000000,32823891481.000000,126361983261.000000,,79534832110.000000,24866311823.000000,104401143933.000000,,21960839328.000000,126361983261.000000,159185874742.000000,,62500000000.000000,134075202746.000000,227338131102.000000,1050000000.000000,226288131102.000000,227338131102.000000,4861753286.000000,428775087134.000000,587960961876.000000,3125000000.000000
