Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,12 B,(1 B),10 B,207863.42
12M 2019,(8 B),(12 B),(20 B),-6.43
12M 2020,(3 B),(4 B),(7 B),-2.08
12M 2021,(1 B),(19 B),(20 B),-6.42
12M 2022,2 B,(0 B),2 B,0.54
12M 2023,2 B,(1 B),1 B,0.31
12M 2024,(1 B),(6 B),(7 B),-2.33
